Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Unincorporated businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2014:Q1,age55to69,36296651,40118691,7754985,1649715,8293066,8499334,3849880,3353357,6718354,3822040,2722498,664407,435135
2014:Q1,age40to54,19325925,24421598,6127644,1401327,4432036,3313773,3012659,2778642,3355516,5095672,3875004,1066911,153757
2014:Q1,ageunder40,4252209,7670737,2603467,951364,998209,459348,656005,673255,1329088,3418528,2172892,1193351,52285
2014:Q2,age70plus,18710888,19684883,4224970,787235,5306473,2380444,457128,1684466,4844166,973995,602191,182166,189638
2014:Q2,age55to69,37360420,41190575,7886289,1660853,8778014,8587052,3983023,3523733,6771611,3830155,2714788,677849,437518
2014:Q2,age40to54,19551159,24670380,6249988,1402217,4564749,3282361,3051988,2759584,3359493,5119221,3875186,1091786,152249
2014:Q2,ageunder40,4314456,7722212,2645074,947238,1001531,456215,662865,681876,1327413,3407756,2141721,1212201,53834
2014:Q3,age70plus,19060114,20042772,4375528,805174,5248489,2448585,461527,1790859,4912610,982658,623088,190934,168636
2014:Q3,age55to69,37819256,41594702,8032620,1673253,8673506,8657425,3988915,3693244,6875739,3775445,2715708,688576,371161
2014:Q3,age40to54,19403499,24553764,6324918,1403452,4461277,3245332,2996910,2742093,3379782,5150265,3880743,1123599,145923
2014:Q3,ageunder40,4251741,7660834,2662637,951649,915803,451741,649625,690515,1338863,3409093,2119815,1239836,49442
2014:Q4,age70plus,19641138,20657043,4513109,820128,5515679,2521925,478743,1885119,4922339,1015905,643761,200369,171775
2014:Q4,age55to69,38642547,42418562,8132127,1677960,9014070,8736727,4088991,3840757,6927931,3776015,2715013,702126,358876
2014:Q4,age40to54,19440093,24616846,6350341,1399447,4538443,3213924,3012746,2718020,3383925,5176753,3885154,1147954,143645
2014:Q4,ageunder40,4235903,7643006,2650141,954225,899663,448384,651293,693027,1346273,3407103,2097580,1259091,50432
2015:Q1,age70plus,20209486,21250801,4653516,834809,5702234,2594210,495030,1968033,5002968,1041315,659045,201185,181085
2015:Q1,age55to69,39435612,43189758,8243784,1684478,9239014,8805832,4176731,3967351,7072568,3754146,2705299,689372,359475
2015:Q1,age40to54,19561689,24727647,6420461,1397704,4570505,3179685,3022902,2687935,3448455,5165958,3870866,1152288,142804
2015:Q1,ageunder40,4271562,7654640,2654902,955348,867708,444474,652188,690129,1389891,3383079,2065727,1264257,53095
2015:Q2,age70plus,20603674,21681954,4814625,860818,5779640,2665366,502984,2085726,4972796,1078280,676214,210215,191851
2015:Q2,age55to69,39878581,43665563,8374771,1703260,9308435,8864413,4209705,4150434,7054545,3786981,2718225,705470,363286
2015:Q2,age40to54,19515497,24717552,6534198,1404463,4542623,3142368,2990335,2680311,3423254,5202055,3882799,1176598,142658
2015:Q2,ageunder40,4249389,7651035,2692960,966545,815039,440057,643849,704434,1388151,3401646,2059373,1285458,56815
2015:Q3,age70plus,20508530,21617944,4931841,870580,5317086,2731816,486129,2168139,5112353,1109414,695101,219075,195238
2015:Q3,age55to69,39610482,43409637,8502558,1721651,8624708,8901510,4066332,4271887,7320991,3799155,2730580,719656,348919
2015:Q3,age40to54,19131810,24378466,6692691,1414311,4221504,3097274,2830954,2651454,3470278,5246656,3897500,1208331,140825
2015:Q3,ageunder40,4044569,7474816,2727402,957153,658858,434228,608588,701851,1386735,3430247,2055156,1316004,59087
2015:Q4,age70plus,21043469,22179901,5050665,882701,5603373,2810120,509239,2211792,5112011,1136432,719927,216208,200297
2015:Q4,age55to69,40382493,44158839,8601318,1735369,8975171,8967257,4205012,4325947,7348765,3776346,2740917,695117,340312
2015:Q4,age40to54,19295159,24549072,6791838,1420067,4307988,3065218,2878266,2599983,3485711,5253913,3921299,1188639,143975
2015:Q4,ageunder40,4053746,7473183,2736490,952487,651508,431479,618278,681591,1401350,3419437,2053663,1300267,65507
2016:Q1,age70plus,21568962,22730010,5189352,905369,5755090,2887371,524683,2224991,5243154,1161049,735439,217770,207840
2016:Q1,age55to69,40963891,44723333,8678084,1747409,9133994,9022286,4283442,4326667,7531452,3759442,2740218,686817,332407
2016:Q1,age40to54,19336408,24591170,6852433,1422661,4319871,3029497,2884677,2531319,3550712,5254761,3916360,1195547,142854
2016:Q1,ageunder40,4034778,7456599,2741528,961805,619159,428373,620103,648425,1437206,3421821,2040065,1312102,69654
2016:Q2,age70plus,22265846,23463282,5413630,934311,5993955,2971737,542672,2326109,5280868,1197435,751828,225858,219749
2016:Q2,age55to69,41733395,45521581,8852185,1755794,9407839,9064765,4383101,4472134,7585763,3788186,2754664,700589,332933
2016:Q2,age40to54,19418469,24699954,6945609,1421322,4376303,3004703,2903411,2515537,3533069,5281485,3926726,1215325,139434
2016:Q2,ageunder40,4047682,7500807,2784598,980297,604003,428249,625102,656648,1421910,3453125,2044640,1335021,73464
2016:Q3,age70plus,22818796,24058227,5530757,938690,6254235,3059540,567533,2419885,5287587,1239431,773378,234672,231381
2016:Q3,age55to69,42448182,46264622,8968443,1774197,9704838,9109755,4525036,4602281,7580072,3816440,2769375,713927,333138
2016:Q3,age40to54,19667003,24992336,7142487,1432413,4440999,2981378,2953254,2495081,3546725,5325333,3945849,1243712,135772
2016:Q3,ageunder40,4087236,7589421,2860949,965891,593276,429062,638096,661969,1440179,3502185,2054747,1369278,78160
2016:Q4,age70plus,22944738,24199337,5599325,947805,6278832,3100833,591246,2377246,5304049,1254599,791421,245822,217356
2016:Q4,age55to69,42583641,46402038,9135297,1779379,9794878,9127422,4517188,4570454,7477420,3818397,2757880,735418,325099
2016:Q4,age40to54,20011427,25347349,7263118,1447568,4533492,2990425,2958004,2581736,3573006,5335922,3943173,1257112,135637
2016:Q4,ageunder40,4078015,7649464,2905135,961976,593570,444091,642846,656700,1445146,3571449,2099456,1398087,73906
2017:Q1,age70plus,23553235,24828297,5693220,967160,6637931,3150110,637953,2333770,5408153,1275063,811928,247670,215465
2017:Q1,age55to69,43451703,47264149,9282201,1785603,10336953,9163190,4669795,4536515,7489892,3812446,2741734,726833,343879
2017:Q1,age40to54,20690044,26011956,7366571,1461667,4796534,3006781,3069368,2667433,3643603,5321913,3939634,1246665,135614
2017:Q1,ageunder40,4242753,7866175,2976828,970772,656120,461509,671653,651822,1477472,3623423,2143232,1409256,70935
2017:Q2,age70plus,24045848,25349305,5789866,976831,6822636,3199065,677185,2423798,5459923,1303456,833037,257040,213379
2017:Q2,age55to69,44160999,47999647,9445237,1786320,10636468,9192476,4762717,4722539,7453891,3838648,2731832,740794,366022
2017:Q2,age40to54,21254419,26589385,7518294,1473210,4967589,3020620,3139788,2830752,3639132,5334967,3941982,1251290,141695
2017:Q2,ageunder40,4374785,8077137,3085737,969708,687357,479110,692532,708304,1454389,3702352,2195709,1433585,73058
2017:Q3,age70plus,24460123,25786568,5883380,982501,7033493,3249259,721147,2403149,5513638,1326445,853423,265727,207295
2017:Q3,age55to69,44737149,48593276,9618453,1785067,10966689,9220292,4878653,4725015,7399107,3856127,2727136,753593,375398
2017:Q3,age40to54,21798318,27149364,7660496,1484018,5149891,3034106,3226927,2930029,3663898,5351046,3947054,1262205,141787
2017:Q3,ageunder40,4471580,8264626,3183547,964567,724184,497277,718211,715416,1461424,3793046,2255189,1467658,70199
2017:Q4,age70plus,25104227,26464933,5943003,998139,7432195,3301271,769261,2412110,5608953,1360706,873256,277696,209754
2017:Q4,age55to69,45668406,49567801,9744891,1798167,11541956,9248682,5015290,4775748,7443067,3899395,2718913,775047,405435
2017:Q4,age40to54,22497172,27864527,7792217,1503930,5421662,3048192,3327967,3046790,3723769,5367355,3947504,1275060,144791
2017:Q4,ageunder40,4625641,8512158,3266425,967400,797307,516123,747904,736842,1480157,3886516,2312672,1502982,70862
