Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2018:Q1,Other,10085271,3542938,3110884,432054,6542333,1023681,103002,177359,177359,0,114817,96162,18654,1785514,139356,197169,718344,1267347,898899,116845,1810044,1806928,1266981,469321,13949,56677,3116,8275227,13864633
2018:Q2,White,94933799,25816600,21618742,4197858,69117199,8195659,1420940,2944356,2944356,0,867514,802095,65419,23053158,1374237,1710896,6174979,12645341,9814049,916070,10537468,10508972,7284283,2505099,204915,514676,28496,84396331,82212815
2018:Q2,Black,5913580,1951501,1554013,397488,3962079,444854,33442,85386,85386,0,359,0,359,312917,137019,282461,459569,1844053,246209,115809,1303400,1300452,713775,569667,10426,6584,2948,4610180,18683935
2018:Q2,Hispanic,3629811,1733342,1385469,347873,1896469,302462,12269,24676,24676,0,4000,2829,1171,256565,47703,104864,262967,573487,238359,69116,1002489,1001423,674487,303315,16904,6716,1066,2627322,12674495
2018:Q2,Other,10387266,3641652,3203971,437680,6745614,1047319,104466,187536,187536,0,114430,96895,17534,1896619,147997,190702,740490,1252388,944524,119143,1846197,1842943,1294306,480093,15810,52734,3254,8541069,13979199
2018:Q3,White,96702708,26163488,21929832,4233656,70539220,8053699,1419359,3143638,3143638,0,868150,803388,64762,24009826,1382737,1726650,6360097,12761292,9887910,925863,10648154,10619177,7338945,2553291,205508,521433,28977,86054554,82429373
2018:Q3,Black,5971772,1960054,1567236,392818,4011718,445240,32107,81637,81637,0,409,0,409,319322,141465,282485,493209,1855272,244264,116309,1315614,1312510,716817,579776,9327,6591,3103,4656159,18638519
2018:Q3,Hispanic,3618428,1745669,1396055,349614,1872759,284841,12113,24642,24642,0,3610,2220,1390,238080,45862,106323,265984,581967,239467,69870,1009669,1008623,679826,305375,17048,6374,1046,2608759,12607458
2018:Q3,Other,10772090,3749430,3307801,441629,7022660,1067839,104072,202986,202986,0,114218,97897,16321,2069252,156957,184352,775227,1239004,986661,122091,1886340,1882854,1323432,496123,14401,48899,3485,8885750,14095316
2018:Q4,White,92979005,25844836,21557013,4287822,67134170,8196219,1574082,3348803,3348803,0,843977,779664,64312,20741088,1362189,1653020,5791565,12827132,9856134,939962,10731044,10703113,7374961,2601612,222670,503870,27931,82247962,82667918
2018:Q4,Black,5811466,1923267,1537802,385465,3888198,449743,31848,76714,76714,0,465,0,465,290107,142423,265622,420513,1855775,237555,117434,1324554,1321583,715914,588887,11759,5023,2971,4486911,18572478
2018:Q4,Hispanic,3506403,1718845,1365509,353336,1787558,277296,12663,24416,24416,0,2989,1356,1633,188069,42694,103128,240993,587891,236563,70855,1011298,1010349,682083,305149,18435,4682,949,2495105,12536538
2018:Q4,Other,10551235,3735502,3290520,444982,6815733,1103730,111071,219212,219212,0,112207,97210,14997,1857576,162567,166132,722858,1215879,1018959,125543,1925447,1921920,1348659,511394,17463,44404,3527,8625788,14213029
2019:Q1,White,97467319,25824866,21487815,4337051,71642453,8389884,1689060,3537272,3537272,0,842688,777996,64692,23881328,1380277,1730482,6272765,12997746,9979627,941324,10725052,10696184,7387180,2594600,210892,503511,28868,86742268,82925674
2019:Q1,Black,5924043,1913220,1515700,397520,4010824,454429,31002,70192,70192,0,541,0,541,313696,147488,276257,493982,1870240,236994,116003,1305327,1302127,710211,579295,8067,4554,3200,4618717,18486181
2019:Q1,Hispanic,3513434,1706071,1351921,354149,1807363,271448,12975,23936,23936,0,2684,766,1917,184779,41288,107606,254613,597846,239230,70959,1006666,1005716,680655,303521,17595,3945,950,2506768,12464108
2019:Q1,Other,11163271,3783740,3324529,459212,7379530,1142704,115868,234476,234476,0,111479,97947,13532,2236796,172838,167539,792497,1210385,1067399,127549,1942728,1938908,1368891,517054,12753,40209,3820,9220543,14332385
2019:Q2,White,99703923,26623568,22251828,4371740,73080354,8248333,1650768,3774761,3774761,0,855037,789843,65194,24585331,1384604,1774819,6440901,13140111,10278722,946966,10829597,10801377,7431086,2634578,217503,518210,28220,88874325,83199866
2019:Q2,Black,6001932,1945364,1550422,394942,4056568,452991,29237,63217,63217,0,812,186,626,316424,150771,280321,523106,1881139,243332,115219,1313530,1310397,714794,582381,8188,5034,3133,4688402,18379997
2019:Q2,Hispanic,3528709,1742122,1387323,354799,1786587,254143,12642,23369,23369,0,2577,336,2241,163296,39275,110326,256542,604916,248174,71327,1015748,1014873,688491,304198,18151,4034,875,2512961,12392546
2019:Q2,Other,11660479,3977602,3512486,465116,7682877,1163627,113667,253969,253969,0,111446,99595,11851,2395694,181575,164503,826166,1207508,1134663,130058,1980629,1976714,1396593,530950,12896,36274,3915,9679850,14453430
2019:Q3,White,100076041,26654465,22231489,4422976,73421576,8220248,1876683,3821137,3821137,0,875967,810041,65926,24367434,1389765,1803393,6474829,13278166,10363808,950146,10936121,10907391,7484636,2682200,213181,527374,28730,89139919,83487715
2019:Q3,Black,5967558,1908215,1529259,378957,4059343,452812,28509,52704,52704,0,3356,2631,725,311381,153901,281092,532632,1888643,240475,113838,1319297,1316026,716681,587872,6325,5147,3272,4648261,18254296
2019:Q3,Hispanic,3525348,1774995,1416395,358601,1750353,240974,13327,22334,22334,0,2635,18,2617,135322,37324,112222,253619,611719,249342,71534,1024113,1023258,694859,306732,17851,3815,855,2501235,12324224
2019:Q3,Other,11881912,4016125,3551935,464190,7865787,1190896,122969,258347,258347,0,111612,101718,9894,2471030,190514,159263,844385,1203353,1181121,132298,2019866,2015707,1425801,547343,10443,32119,4159,9862046,14576210
2019:Q4,White,102768326,26612808,22150234,4462574,76155518,8612976,1987798,3703340,3703340,0,861871,797180,64691,26131575,1402812,1827646,6820132,13421061,10414111,972196,11036449,11007771,7532907,2727216,216899,530749,28678,91731877,83786869
2019:Q4,Black,6020499,1918363,1539112,379251,4102135,448992,30128,50767,50767,0,6170,5499,671,316103,152424,283783,554502,1899207,242274,117788,1340104,1336913,717504,606271,7354,5783,3191,4680395,18109310
2019:Q4,Hispanic,3492008,1721961,1363549,358412,1770047,249876,14286,22725,22725,0,2234,0,2234,150916,37652,110441,258995,610192,241055,71674,1019819,1018971,693871,303721,16935,4443,848,2472189,12261325
2019:Q4,Other,12133634,3990055,3518948,471106,8143579,1211404,125645,261179,261179,0,110938,99947,10991,2655395,193361,168540,888664,1232264,1161361,134828,2053305,2049126,1447037,554982,13010,34096,4179,10080330,14700758
2020:Q1,White,97542138,27392812,22898086,4494726,70149326,9026738,2409129,3620775,3609912,10863,968657,904904,63753,20047379,1405644,1716128,5972599,13428930,10578715,974632,11055238,11024656,7566519,2676567,238288,543282,30582,86486900,84096658
2020:Q1,Black,5849250,1962962,1583648,379314,3886288,444675,32460,49137,49050,87,19101,18475,626,259361,149671,262254,416816,1886559,248260,117994,1328472,1325021,712614,593902,11553,6953,3451,4520778,17944713
2020:Q1,Hispanic,3439435,1749963,1392432,357531,1689472,259390,16313,23059,23027,32,2783,881,1902,114180,37543,102073,223021,603529,236993,70588,1010546,1009612,689113,297690,17263,5547,934,2428889,12205248
2020:Q1,Other,11630831,4114013,3636048,477965,7516818,1232570,140518,265595,264892,703,118285,106325,11960,2090254,194978,159621,790184,1236651,1153096,135066,2070656,2066205,1464848,544959,20083,36315,4450,9560175,14827050
2020:Q2,White,104156131,27852944,23358431,4494513,76303187,9878709,2606397,3276353,3149304,127049,959519,897039,62480,24360537,1438885,1831649,6753941,13532635,10670881,993681,11055533,11025614,7618135,2646993,232028,528457,29920,93100598,84416835
2020:Q2,Black,5997104,1985527,1613281,372246,4011577,445729,34094,43670,43045,625,21366,20788,578,284318,149957,280091,494826,1885735,250854,120938,1316625,1313370,709160,587233,10542,6435,3254,4680479,17760045
2020:Q2,Hispanic,3520495,1758942,1404751,354191,1761553,283231,17549,22332,21970,362,2324,723,1601,146151,38763,104908,244115,601026,230560,70594,999130,998232,686823,290468,15746,5195,898,2521364,12157197
2020:Q2,Other,12269409,4165857,3686191,479666,8103552,1276503,146237,240924,235840,5084,118064,105237,12827,2520067,200314,181354,887441,1258330,1137068,137249,2086439,2082047,1486450,537772,19946,37878,4392,10182971,14955051
2020:Q3,White,108324691,28908851,24293162,4615689,79415839,10158320,2456702,3107547,3107547,0,923210,861417,61793,26618945,1470870,1903547,7120550,13613197,11017980,1024971,11237095,11207435,7727813,2677588,223659,578375,29660,97087595,84747153
2020:Q3,Black,6107811,2056345,1665252,391094,4051466,437755,34905,41854,41854,0,21017,20474,543,292356,149859,289545,516871,1878631,262945,125728,1332193,1329067,712067,597991,9275,9734,3126,4775618,17554844
2020:Q3,Hispanic,3599682,1806772,1446105,360667,1792910,288231,17615,22131,22131,0,1660,317,1343,164340,39934,105656,250876,597997,233070,71401,1003649,1002767,691529,288790,14234,8215,882,2596033,12118379
2020:Q3,Other,12775796,4333804,3831623,502181,8441992,1289472,138925,241361,241361,0,115876,102269,13607,2754795,205533,197341,935231,1275697,1146877,140885,2128181,2123796,1520209,543251,19272,41063,4385,10647616,15084724
2020:Q4,White,115566474,29862435,25135607,4726829,85704039,10827446,2368336,3126681,3126681,0,948205,887336,60869,31024475,1516654,1965822,7763777,13787606,11338017,1037021,11448740,11419844,7838674,2708518,226800,645852,28896,104117734,85087367
2020:Q4,Black,6275057,2121450,1715413,406037,4153607,434188,35570,41332,41332,0,25569,25063,505,315410,150906,296602,571819,1882102,273220,126888,1340742,1337830,703867,610142,9929,13892,2912,4934315,17328646
2020:Q4,Hispanic,3715031,1851000,1484450,366550,1864031,305973,17826,22521,22521,0,1601,491,1109,196470,41706,106003,267079,599083,234722,71048,997481,996637,688266,282799,13497,12074,844,2717550,12089999
2020:Q4,Other,13548129,4474536,3951678,522858,9073592,1322297,133892,251792,251792,0,117885,103580,14305,3199957,212487,212154,1017111,1310253,1153515,142250,2170465,2166153,1552388,547567,21461,44737,4312,11377664,15216032
2021:Q1,White,120482799,31232531,26414468,4818064,89250268,11633540,2452213,2522312,2522312,0,954502,892264,62238,33618624,1525692,1957369,8004550,13906216,11629861,1045389,11578764,11548237,7928200,2700776,224188,695073,30527,108904035,85437228
2021:Q1,Black,6351706,2201714,1779482,422232,4149992,431258,36652,33496,33496,0,28082,27576,506,324050,147966,291304,574149,1874253,281613,127170,1333860,1330765,696243,608074,9618,16830,3094,5017846,17080991
2021:Q1,Hispanic,3827826,1923827,1553499,370328,1904000,328178,18671,19784,19784,0,1395,471,924,216592,41936,103038,269873,598480,235529,70525,993506,992589,686829,278306,12505,14949,917,2834320,12073260
2021:Q1,Other,14113454,4702989,4158395,544594,9410465,1361365,135570,205113,205113,0,118556,103503,15053,3472373,214936,217447,1050537,1334508,1156890,143171,2201147,2196595,1581135,545334,22132,47995,4552,11912307,15348939
2021:Q2,White,127216116,33753974,28701546,5052428,93462142,11749010,2439563,2448279,2376039,72240,972701,909698,63004,36439727,1555532,2006073,8426366,14048726,12323678,1052487,12066238,12036279,8252338,2846849,222118,714974,29959,115149878,85796490
2021:Q2,Black,6564328,2375385,1910838,464547,4188943,419190,37258,31502,31055,447,31286,30790,496,333334,146877,294814,596951,1866412,304328,126992,1400491,1397583,721945,648249,9383,18006,2908,5163837,16811416
2021:Q2,Hispanic,4025892,2075295,1689731,385563,1950597,328262,19140,19349,19125,225,1303,557,746,238196,43080,102916,278942,599364,250053,69992,1028863,1027973,717600,282431,11618,16325,889,2997029,12069369
2021:Q2,Other,14980946,5125175,4534752,590423,9855772,1365111,133566,202705,198342,4363,120135,104379,15755,3769232,219981,230630,1106445,1363131,1200904,143931,2311425,2306921,1660809,572700,22883,50530,4504,12669521,15483408
2021:Q3,White,130258675,35268566,30040904,5227662,94990110,11936730,2380294,2536363,2387648,148716,1010172,946257,63915,36872273,1571778,2023965,8405977,14145088,13035063,1072406,12290008,12260014,8398441,2900192,228879,732502,29994,117968667,86164906
2021:Q3,Black,6621730,2477825,1989092,488733,4143905,407513,37498,31177,30477,699,35687,35198,488,325432,144215,292732,565866,1848831,326340,128613,1422507,1419689,733897,656438,10389,18965,2818,5199223,16519458
2021:Q3,Hispanic,4138146,2168709,1771779,396929,1969437,330990,19404,19839,19382,457,1382,800,582,244272,43689,101427,273727,599087,265305,70316,1053142,1052252,737766,285695,11206,17585,891,3085004,12079531
2021:Q3,Other,15384458,5365873,4742018,623855,10018585,1372322,129792,212519,205398,7121,123141,106693,16448,3833819,223358,239697,1108316,1383101,1246294,146226,2371787,2367252,1705632,582768,25825,53028,4535,13012671,15619403
2021:Q4,White,134047367,35983523,30567042,5416481,98063844,12440930,2467465,2213313,2212636,677,1026035,961313,64723,38671015,1587933,2026447,8778200,14310209,13456660,1085638,12541694,12511500,8558519,2964763,253091,735127,30194,121505673,86542230
2021:Q4,Black,6667283,2527661,2016542,511120,4139622,398815,38245,27726,27721,5,38045,37567,478,326239,141327,287726,579524,1836937,336208,128831,1446494,1443743,743760,666883,14041,19058,2751,5220789,16204656
2021:Q4,Hispanic,4229247,2216718,1806765,409953,2012529,344187,20294,18459,18457,2,1282,854,428,259463,44341,99320,281786,602150,270940,70307,1076583,1075683,758810,287206,11554,18113,900,3152663,12104950
2021:Q4,Other,15793259,5456010,4797608,658403,10337249,1395176,131756,194602,194549,53,124658,107539,17120,4033550,226738,246731,1158768,1415823,1261733,147714,2440761,2436172,1753401,593868,33746,55157,4588,13352498,15756888
2022:Q1,White,134707905,38350774,32731215,5619559,96357131,12755483,2440660,2311623,2311623,0,1115240,1052895,62345,36796187,1582208,1946728,8384210,14071041,13856923,1096828,12709365,12677793,8692879,2990747,258000,736167,31572,121998540,86928214
2022:Q1,Black,6620245,2662011,2125561,536449,3958234,387419,38330,28095,28095,0,46013,45587,425,302633,136225,269985,507634,1769426,344061,128414,1458514,1455656,761693,660348,14596,19019,2858,5161731,15866548
2022:Q1,Hispanic,4351954,2367969,1943819,424150,1983985,351705,20701,19298,19298,0,1830,1558,272,250845,44129,93426,265286,590396,276113,70257,1113278,1112313,790173,292511,11046,18584,965,3238676,12146832
2022:Q1,Other,15991122,5862678,5165001,697677,10128444,1408299,129338,209350,209350,0,131349,113861,17487,3870130,227374,242461,1114209,1372350,1274634,148950,2496263,2491465,1799243,598614,36343,57265,4799,13494859,15895825
2022:Q2,White,129813643,40272041,34541955,5730086,89541602,12671336,2494658,2534085,2534085,0,1079241,1019644,59597,30509244,1562253,1846749,7483733,13790639,14453543,1116120,12941778,12910752,8873940,3076490,268636,691687,31026,116871865,87322611
2022:Q2,Black,6445504,2764723,2229362,535360,3680781,371477,38664,29695,29695,0,43899,43526,372,251343,129749,249504,389024,1691055,357491,128881,1475262,1472594,766740,673183,15990,16680,2668,4970242,15504672
2022:Q2,Hispanic,4398306,2492906,2060132,432774,1905399,346937,21489,20956,20956,0,1321,1187,134,213292,43379,86677,233007,579311,288240,70791,1137367,1136424,813368,295464,10776,16816,943,3260939,12206381
2022:Q2,Other,15540196,6143786,5428009,715777,9396410,1401414,130090,236882,236882,0,129137,111424,17713,3262427,226201,235371,1005265,1311224,1307230,151168,2569308,2564555,1851667,613989,40720,58178,4753,12970889,16036178
2022:Q3,White,127340804,39516900,33663945,5852955,87823904,12507323,2575467,3010303,3010303,0,1025265,967907,57358,28967890,1564731,1784227,7189859,13610385,14450287,1138169,13172302,13141207,9033559,3148099,273206,686344,31095,114168502,87725176
2022:Q3,Black,6168615,2669007,2131363,537643,3499608,354531,38996,33648,33648,0,40404,40075,329,231318,125172,234719,338469,1624235,348771,129344,1473331,1470762,755609,682547,16302,16303,2569,4695283,15118565
2022:Q3,Hispanic,4270997,2405396,1962806,442589,1865602,340091,22433,24121,24121,0,708,696,12,206980,43632,81803,220931,572903,280409,71590,1148978,1148028,824198,296519,10290,17021,950,3122019,12284804
2022:Q3,Other,15099022,5901647,5163342,738304,9197376,1390340,131896,292152,292152,0,125436,107536,17900,3124787,227856,233487,971585,1267894,1278219,153724,2632091,2627302,1896824,627122,43212,60144,4789,12466932,16177911
2022:Q4,White,128253691,38662471,32771666,5890806,89591220,12182536,2720687,3767571,3767571,0,981526,926359,55168,30413913,1582474,1795344,7501447,13418643,14065480,1161599,13267180,13237983,9123040,3210325,283517,621100,29198,114986511,87740163
2022:Q4,Black,6166383,2657433,2112596,544837,3508950,351425,39703,40982,40982,0,37377,37073,305,240326,126653,236196,367636,1600552,335448,132652,1492273,1489975,758104,700745,17976,13151,2298,4674110,15116267
2022:Q4,Hispanic,4258013,2387555,1940031,447524,1870458,331293,23232,28130,28130,0,385,374,11,217699,44585,82740,232089,568391,268527,73387,1156095,1155228,831604,299100,10703,13821,868,3101918,12347974
2022:Q4,Other,15400234,5887708,5131559,756148,9512526,1394102,139396,379346,379346,0,123745,105915,17830,3317131,233375,238342,1025391,1246650,1256234,158814,2700736,2696138,1941345,648269,47254,59270,4598,12699498,16408955
2023:Q1,White,131121602,38837019,32887350,5949669,92284583,11840656,3042366,4286314,4286314,0,958760,903632,55128,32231686,1611670,1865982,7857588,13516550,13897900,1175110,13272259,13242353,9165689,3197550,265212,613901,29906,117849343,87781563
2023:Q1,Black,6252903,2674557,2121692,552866,3578345,348627,41060,45782,45782,0,35763,35458,305,251885,129250,246310,401723,1613527,329763,134656,1477837,1475438,744708,702922,15022,12785,2398,4775066,15134598
2023:Q1,Hispanic,4321025,2417139,1961449,455690,1903886,322631,24833,30497,30497,0,207,196,11,231592,46138,86769,245425,576559,264458,74777,1144600,1143693,824252,295775,10136,13531,906,3176426,12446519
2023:Q1,Other,15987946,6016177,5239054,777123,9971769,1400155,154011,445413,445413,0,124009,105902,18107,3560355,241034,252355,1088605,1283983,1258726,163123,2739882,2735110,1977405,655737,41856,60112,4772,13248064,16683976
2023:Q2,White,135734030,40737158,34731155,6006004,94996871,11671532,3228299,4318268,4318268,0,958880,904566,54314,34074935,1630383,1921137,8207839,13613419,14185734,1186446,13369901,13340028,9229136,3228892,257905,624094,29874,122364128,87717343
2023:Q2,Black,6458879,2794418,2229422,564996,3664461,347713,41763,46177,46177,0,35911,35614,297,263888,131179,254699,437080,1629109,340312,136629,1491658,1489257,746360,715620,13971,13306,2400,4967221,15159650
2023:Q2,Hispanic,4460421,2517997,2057721,460276,1942424,317432,25613,30638,30638,0,215,204,11,244173,46983,89506,257067,580797,274461,75539,1143969,1143063,825206,293919,9882,14056,906,3316452,12447442
2023:Q2,Other,16874380,6492361,5695790,796571,10382019,1406107,162664,454000,454000,0,125270,107109,18161,3791903,246090,263088,1146362,1317421,1302797,166318,2785131,2780313,2011039,668241,39989,61043,4818,14089249,16851101
2023:Q3,White,134798383,41085386,35079016,6006370,93712997,11513091,3418798,4397557,4397557,0,900355,845993,54363,32843399,1619411,2093462,8018180,13468905,14243173,1196666,13491396,13461019,9316525,3241766,254881,647848,30377,121306987,87592566
2023:Q3,Black,6491999,2828676,2261574,567103,3663322,347832,42487,47135,47135,0,32068,31769,299,257643,130952,280590,421054,1620433,344229,138899,1511271,1508783,755541,725081,13622,14539,2487,4980728,15220713
2023:Q3,Hispanic,4478052,2543837,2081974,461863,1934214,313263,26418,31002,31002,0,11,0,11,236572,46672,98124,251611,576782,277368,76392,1150812,1149880,833252,291516,9802,15310,932,3327239,12465961
2023:Q3,Other,16812428,6574043,5778004,796039,10238385,1397707,169737,463669,463669,0,120516,102346,18170,3664222,244712,288256,1121842,1290463,1309583,167677,2805633,2800743,2030365,669581,39093,61703,4890,14006795,16834215
2023:Q4,White,138740723,40780400,34763844,6016556,97960323,11568829,3601756,4694219,4694219,0,922226,868334,53892,35976519,1633708,1936887,8677730,13814459,13910828,1223162,13596875,13565994,9383855,3280544,255257,646338,30882,125143848,87585741
2023:Q4,Black,6567375,2808579,2236639,571940,3758796,347671,42821,49639,49639,0,33514,33221,294,276466,131902,257778,485605,1658849,332122,142429,1522064,1519511,755748,735687,13645,14431,2554,5045311,15186248
2023:Q4,Hispanic,4524592,2537968,2073716,464252,1986624,316564,27230,32121,32121,0,11,0,11,258913,47505,90965,274541,593130,267232,78411,1158393,1157433,839542,292726,9862,15303,960,3366199,12524427
2023:Q4,Other,17275640,6526172,5722349,803823,10749468,1405045,176936,500886,500886,0,122667,104517,18150,4004746,247361,266310,1212178,1363631,1278126,171582,2835685,2830708,2050256,679269,39327,61857,4976,14439956,16884096
2024:Q1,White,143276995,41550018,35490880,6059139,101726977,11769020,3665357,4602990,4602990,0,918080,864918,53162,39050863,1665457,1991988,9158933,13900335,13766636,1237316,13619487,13587474,9396889,3250130,258797,681658,32013,129657508,87624361
2024:Q1,Black,6693546,2852964,2273768,579196,3840582,349614,42985,48802,48802,0,33187,32902,285,295052,134477,265244,533170,1667224,326564,144263,1509530,1506819,748540,728070,14125,16084,2710,5184017,15174562
2024:Q1,Hispanic,4657868,2604388,2132229,472159,2053480,326288,27775,32194,32194,0,11,0,11,282554,49338,94598,293366,602673,264577,80104,1164040,1163018,841835,293851,10092,17240,1023,3493827,12657541
2024:Q1,Other,18128248,6799667,5974601,825065,11328582,1439372,182198,497468,497468,0,124261,105947,18313,4396361,255613,278676,1295776,1400228,1282463,176168,2878161,2872943,2083664,684312,41041,63927,5218,15250087,17159841
2024:Q2,White,145459099,42777559,36706991,6070568,102681539,11472165,3741638,4752382,4752382,0,906525,854163,52361,39713102,1675689,2021931,9285406,13944367,13919090,1249245,13695332,13663335,9451834,3259065,252503,699933,31997,131763767,87557201
2024:Q2,Black,6810685,2928819,2346370,582450,3881866,347565,43285,50226,50226,0,32502,32224,278,299863,135687,270132,547248,1676603,332415,146340,1518970,1516256,752046,733988,13232,16990,2714,5291715,15199639
2024:Q2,Hispanic,4785114,2698659,2220141,478518,2086455,320128,28394,33047,33047,0,11,0,11,290387,50349,97176,301007,611408,272760,81788,1177804,1176770,853626,294797,9976,18371,1034,3607311,12793432
2024:Q2,Other,18744908,7161394,6324860,836534,11583514,1439985,187168,521751,521751,0,124651,106269,18381,4518122,259940,286342,1327673,1424533,1313599,179752,2922011,2916736,2119029,693005,39476,65225,5275,15822897,17342682
2024:Q3,White,149001896,42534421,36441923,6092498,106467475,11465297,3926253,4978756,4978756,0,963222,911930,51293,42401411,1696070,2063054,9698413,14023572,13986199,1265228,13770797,13740036,9510930,3278156,246298,704653,30761,135231099,87462838
2024:Q3,Black,6967593,2952172,2359155,593017,4015422,351687,44137,52776,52776,0,36913,36643,270,319998,139068,279215,596651,1706029,338529,150418,1545940,1543373,766285,747183,12496,17409,2567,5421653,15361466
2024:Q3,Hispanic,4842814,2701487,2218544,482943,2141327,321635,29225,33882,33882,0,260,250,10,310623,51528,99772,316694,617970,276476,83264,1193745,1192765,864227,300031,9800,18707,980,3649069,12850165
2024:Q3,Other,19207166,7140809,6295885,844923,12066357,1447536,194989,553134,553134,0,130013,111719,18294,4832681,264095,294037,1390570,1448799,1327701,182801,2954576,2949453,2143600,702394,37725,65734,5123,16252590,17414625
2024:Q4,White,149494631,42269250,36115368,6153882,107225380,11637134,4209164,4914389,4914389,0,762694,712354,50340,42818881,1703020,2019365,9690173,14104764,14082755,1283041,13725557,13694755,9587336,3218141,147365,741912,30803,135769073,87371011
2024:Q4,Black,7054566,2983991,2374026,609964,4070575,358521,45143,52954,52954,0,23764,23502,263,327065,141591,276692,603740,1739560,346404,155141,1544010,1541403,776747,742712,2469,19475,2608,5510555,15555838
2024:Q4,Hispanic,4892993,2716288,2223445,492843,2176705,330482,30495,34060,34060,0,10,0,10,316553,52325,98526,319454,627223,282358,85218,1199013,1198021,873050,298081,6058,20832,991,3693981,12960275
2024:Q4,Other,19198417,7072645,6218144,854501,12125772,1457299,205233,544662,544662,0,112280,94146,18134,4876607,264977,287377,1389065,1465480,1337697,185096,2933251,2928124,2158397,689126,13761,66840,5128,16265166,17390949
2025:Q1,White,148826847,42591229,36381318,6209911,106235618,11801506,4288877,4992169,4992169,0,791094,742245,48849,41871294,1679716,1993774,9434770,14089914,14004159,1288344,13642828,13609984,9573665,3208319,85735,742264,32844,135184019,87462637
2025:Q1,Black,7090624,3032122,2400605,631517,4058501,363503,45755,54032,54032,0,25763,25515,248,323558,140423,274744,579259,1749264,345322,156879,1545261,1542338,777655,745135,0,19548,2922,5545363,15676329
2025:Q1,Hispanic,4974318,2776525,2271975,504550,2197793,341510,31375,34941,34941,0,10,0,10,315263,52089,98874,315927,637438,283346,87020,1212658,1211550,883424,303370,3631,21124,1107,3761660,13194042
2025:Q1,Other,19655693,7334522,6439377,895145,12321171,1509454,214091,569377,569377,0,118023,99676,18347,4905800,269028,291229,1391766,1497027,1364458,190918,2999520,2993946,2213355,706482,5230,68878,5574,16656173,17885123
2025:Q2,White,153636275,43353867,37050262,6303605,110282408,11747665,4334953,5072473,5072473,0,778512,731006,47506,45130784,1687097,2053240,10067339,14128692,13988396,1293256,13663787,13631396,9596964,3212279,46489,775663,32391,139972488,87456797
2025:Q2,Black,7256118,3090457,2441464,648993,4165661,364092,46066,54843,54843,0,24981,24745,235,344664,141263,283822,646853,1756563,344742,157772,1551773,1548918,779609,748129,0,21180,2856,5704345,15697529
2025:Q2,Hispanic,5196732,2892783,2367353,525430,2303949,348306,32433,36142,36142,0,10,0,10,347268,53733,104568,346746,655807,289321,89616,1243584,1242472,907431,309565,2036,23441,1112,3953148,13535814
2025:Q2,Other,20873966,7720544,6781635,938909,13153423,1551016,222126,595903,595903,0,120053,101472,18581,5416256,277723,308821,1521427,1542939,1400165,196995,3086657,3080994,2280738,726322,1925,72008,5663,17787310,18386128
2025:Q3,White,157760187,43036575,36662075,6374501,114723612,11774416,4509187,5149245,5149245,0,775769,730191,45579,48468552,1693088,2106606,10548620,14178055,14222174,1297901,13767373,13737131,9643724,3228579,37111,827716,30242,143992814,87412744
2025:Q3,Black,7320440,3069545,2415256,654289,4250895,363532,46158,55361,55361,0,24814,24599,215,364521,141391,290810,696785,1757737,351785,157999,1557171,1554642,780819,750141,0,23681,2529,5763269,15645064
2025:Q3,Hispanic,5319019,2922975,2382962,540013,2396044,354352,33546,36904,36904,0,9,0,9,377070,54794,108963,369360,667692,302095,91259,1271311,1270293,924803,317179,1652,26659,1018,4047708,13728742
2025:Q3,Other,21683291,7773177,6807992,965185,13910114,1580887,232861,616971,616971,0,121710,103226,18484,5899880,283564,322929,1618398,1579361,1452386,201167,3158695,3153267,2332474,744426,1375,74993,5428,18524596,18703577
2025:Q4,White,159180023,42757823,36309172,6448651,116422200,11810431,4789920,5205224,5205224,0,754710,710468,44242,49637729,1686362,2078390,10689005,14255585,14195700,1319145,13877897,13846433,9685932,3255910,33101,871490,31464,145302126,87032970
2025:Q4,Black,7375160,3073851,2408780,665071,4301309,365014,46425,56076,56076,0,23691,23487,204,373369,141473,288068,716619,1775727,352802,162044,1579438,1576710,788785,761912,0,26013,2728,5795722,15649512
2025:Q4,Hispanic,5414789,2960437,2404039,556399,2454352,361659,35004,37604,37604,0,9,0,9,392006,55444,109234,380672,681929,306558,94234,1300923,1299822,944921,323786,1499,29617,1100,4113866,13894041
2025:Q4,Other,21996890,7775089,6791433,983657,14221800,1594799,245504,630415,630415,0,120392,102074,18318,6087946,284966,321225,1652954,1615150,1462518,205932,3205143,3199477,2363571,757802,1167,76938,5666,18791747,18786414
2026:Q1,White,157971613,43144042,36579937,6564106,114827571,12017460,4861511,5114006,5114006,0,802888,760951,41937,48121895,1672968,2038887,10354800,14214111,14317062,1311983,13773097,13738451,9613921,3209539,34038,880954,34646,144198516,86146686
