Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2002:Q1,Other,1762451,730908,626812,104096,1031543,123924,28362,11055,6820,4235,6959,1743,5216,199865,28359,29655,104207,247287,232089,19781,335445,334844,241077,90634,52,3081,602,1427005,4600158
2002:Q2,White,46215308,16444721,13480749,2963972,29770587,3413840,1405657,1195785,736154,459631,736045,638452,97593,7097957,818878,728050,2211831,6758490,4966086,437969,6529168,6512492,4700551,1493049,-9281,328173,16676,39686140,80436679
2002:Q2,Black,2288389,963813,736861,226951,1324577,126827,14500,15193,8267,6926,67,0,67,83306,83146,68833,133808,682060,83008,33829,611780,610082,382535,221796,-341,6092,1698,1676609,13922117
2002:Q2,Hispanic,1329728,657689,514858,142831,672040,77446,9760,7919,4231,3688,12,0,12,73948,32299,36438,74231,254521,84195,21270,393898,393221,282681,110743,-203,0,676,935831,8756307
2002:Q2,Other,1756990,759397,650161,109235,997593,125257,27279,9291,7082,2209,6094,1299,4795,177506,29542,28315,97237,247407,229010,20656,354735,354119,259273,92056,-465,3255,615,1402255,4691200
2002:Q3,White,45267469,16757845,13756009,3001836,28509624,3520243,1376889,1229669,694852,534816,733482,633638,99843,5787155,819460,717953,2004458,6818839,5053912,447564,6676338,6659089,4838197,1515956,-11020,315956,17249,38591131,80470594
2002:Q3,Black,2325937,994460,770667,223793,1331477,130191,15457,14926,7980,6945,74,0,74,76255,83045,69794,114559,700400,91878,34898,632458,630695,399206,226837,-367,5018,1763,1693479,14076240
2002:Q3,Hispanic,1366693,698602,546669,151933,668091,79594,10200,8900,4337,4563,11,0,11,65881,33102,35840,66330,257201,88681,22351,417587,416875,302274,114856,-254,0,712,949106,8923108
2002:Q3,Other,1740884,788886,675664,113222,951998,129078,26523,7439,6747,692,5466,1130,4337,139136,30501,27128,89426,248379,227368,21553,377111,376448,279483,93959,-505,3511,662,1363773,4802250
2002:Q4,White,46180615,17058028,14029594,3028434,29122587,3559332,1446589,1313022,644000,669022,723682,621633,102049,6127555,822466,749142,2092874,6905031,4917975,464921,6840435,6823219,4978241,1547038,-17461,315401,17216,39340180,80502162
2002:Q4,Black,2407654,1024098,804256,219842,1383556,132572,16282,13983,7559,6424,80,0,80,83444,83062,76251,126846,721620,92306,37109,654577,652839,414683,234171,-493,4478,1738,1753077,14217761
2002:Q4,Hispanic,1416586,736685,576273,160412,679901,80114,10869,10154,4348,5807,10,0,10,70291,34010,36900,66553,260715,86434,23851,441019,440292,321720,118997,-425,0,727,975567,9094098
2002:Q4,Other,1788354,823172,705677,117495,965183,132255,26954,6324,6324,0,4733,857,3875,148298,31707,27788,93915,251776,218555,22877,402342,401656,301669,96802,-719,3904,686,1386012,4933810
2003:Q1,White,46382931,17350734,14313452,3037281,29032198,3721082,1397105,1233081,614334,618747,738122,634572,103550,5798968,835575,761681,2096884,6953060,5022360,474280,6965107,6946801,5096373,1538887,-16911,328451,18306,39417825,80534970
2003:Q1,Black,2479064,1054752,833049,221703,1424312,136601,17177,14324,7338,6986,70,0,70,84645,83868,80235,129986,737426,101870,38110,664139,662262,427206,230912,-448,4593,1876,1814925,14344092
2003:Q1,Hispanic,1463248,771833,604928,166905,691415,83792,11253,10513,4430,6083,9,0,9,69474,35275,37178,64378,262984,91571,24989,461605,460820,339388,121862,-430,0,784,1001644,9264904
2003:Q1,Other,1829135,863536,739843,123694,965598,138442,26164,6157,6157,0,4318,861,3457,138041,33509,27683,95310,253548,218421,24006,426311,425545,324274,97461,-653,4463,766,1402823,5086378
2003:Q2,White,48297901,17676467,14616569,3059897,30621434,3789739,1364555,1146687,555069,591618,833528,727861,105667,6855361,861923,794954,2323235,7021418,5147918,482116,7255229,7236668,5282965,1560377,-14571,407897,18561,41042672,80572605
2003:Q2,Black,2594063,1085810,864662,221148,1508254,139188,17983,14037,6755,7282,1887,1814,73,98809,85748,87065,157426,755024,112247,38840,691936,690046,447221,235059,-373,8139,1890,1902128,14452645
2003:Q2,Hispanic,1531785,811528,636681,174847,720257,85073,11651,10713,4283,6430,445,438,7,79596,37007,38268,68340,265655,97448,26060,492967,492157,363885,125981,-386,2676,811,1038818,9431154
2003:Q2,Other,1934039,908193,778027,130166,1025846,143478,25622,8136,5659,2477,4927,1955,2972,170121,36100,28575,106821,257321,219549,25196,460796,459984,354308,100513,-535,5698,812,1473243,5260456
2003:Q3,White,49210091,18010147,14915976,3094171,31199944,3791961,1313201,1117033,623688,493345,833860,727546,106314,7247618,882570,814908,2373263,7079330,5249706,496494,7435025,7416471,5465591,1586180,-21382,386082,18553,41775066,80618654
2003:Q3,Black,2673979,1114487,898376,216110,1559492,140615,18688,15205,7618,7587,1212,1168,44,106929,87002,92027,165387,770269,121647,40511,707044,705182,457732,241445,-460,6465,1861,1966935,14540834
2003:Q3,Hispanic,1593777,859010,674788,184222,734767,84530,11953,11113,4966,6146,499,494,5,84432,38534,38747,67265,267638,102590,27465,511438,510612,381484,127997,-588,1718,826,1082339,9588474
2003:Q3,Other,2020199,959078,822739,136339,1061121,147741,24895,14008,6681,7327,4418,1829,2589,183158,38672,28905,111280,261026,220212,26807,496362,495512,386126,104053,-711,6044,850,1523838,5456543
2003:Q4,White,50982840,18354072,15227065,3127007,32628768,3841919,1274663,1237475,684917,552558,830017,722140,107877,8130498,901713,852551,2579458,7149184,5319394,511897,7602157,7583702,5601166,1615197,17208,350131,18455,43380683,80676705
2003:Q4,Black,2777154,1143972,930365,213607,1633182,142514,19299,16057,8390,7667,34,0,34,119378,87975,99409,190753,785815,129670,42280,726486,724670,473523,246600,572,3975,1816,2050668,14606072
2003:Q4,Hispanic,1662811,904059,711024,193035,758751,85111,12248,12726,5623,7104,488,484,4,92819,39976,39891,70433,269525,106624,28911,537132,536295,403175,132583,484,53,837,1125679,9732491
2003:Q4,Other,2138110,1018203,874250,143952,1119907,153595,24351,14587,7709,6877,3699,1596,2102,213902,41416,30144,123565,266137,219889,28623,534164,533277,417749,108551,677,6299,887,1603946,5675140
2004:Q1,White,53218865,18923015,15755969,3167046,34295851,3966371,1235067,2007808,1422160,585649,849533,738881,110652,8557184,905087,880429,2617469,7285673,5474189,517041,7722769,7704393,5720571,1608900,15638,359285,18376,45496097,80750345
2004:Q1,Black,2884145,1184895,969617,215278,1699250,145294,19800,24028,16303,7725,1217,1171,46,127752,87353,105300,196803,808518,140782,42403,729163,727394,480144,242915,480,3855,1769,2154983,14645773
2004:Q1,Hispanic,1743004,960405,758675,201730,782598,87524,12485,18028,10174,7854,793,790,2,97613,40785,40527,68707,273039,113318,29780,553450,552603,417660,134043,453,447,847,1189554,9858832
2004:Q1,Other,2283163,1103443,949731,153712,1179720,161797,23813,26532,19265,7267,3185,1720,1465,230899,43618,30965,128706,276847,223248,30110,569491,568561,450314,110613,583,7051,929,1713672,5916747
2004:Q2,White,54033068,19417304,16203805,3213499,34615764,4033695,1192848,1819426,1275857,543569,877582,764053,113530,8503327,915888,896833,2642966,7426739,5784296,522163,7946152,7927173,5917092,1620753,15203,374124,18979,46086916,80843161
2004:Q2,Black,2953499,1216824,1008644,208180,1736675,146909,20177,22807,14942,7865,3698,3638,60,131922,87210,109365,200980,813565,157613,42429,743260,741440,493511,243461,436,4032,1820,2210239,14657348
2004:Q2,Hispanic,1820906,1021745,810210,211535,799161,88217,12648,17811,9920,7891,1249,1248,1,98688,41774,40556,66434,276187,125012,30586,576535,575653,438117,135959,451,1126,882,1244371,9963125
2004:Q2,Other,2409299,1184839,1022939,161899,1224461,169391,23245,27805,17450,10355,2787,2023,764,231159,46412,31211,133698,293280,233742,31731,616408,615394,492553,114365,542,7933,1013,1792892,6181864
2004:Q3,White,55158389,19991609,16761296,3230314,35166780,4059026,1151734,1956571,1371315,585256,872849,756519,116330,8443090,924091,920781,2634941,7572660,6095792,535245,8123929,8104700,6079765,1656038,-4378,373274,19230,47034460,80958741
2004:Q3,Black,3015044,1248701,1041053,207648,1766343,147527,20432,23872,15968,7903,2071,2000,71,135885,86625,114264,200842,817209,174052,43565,760352,758537,506273,249009,-93,3347,1815,2254692,14638211
2004:Q3,Hispanic,1902484,1088683,871358,217325,813801,87538,12744,19550,10842,8708,1232,1232,0,99452,42552,40765,63024,278673,136530,31741,598911,598010,457772,139305,-133,1066,901,1303574,10040997
2004:Q3,Other,2543356,1271943,1099370,172573,1271413,176589,22688,30572,19855,10716,1690,1681,10,230823,49302,31858,137354,311453,245173,33911,665885,664801,535682,120523,-133,8728,1084,1877471,6470991
2004:Q4,White,57218898,20542025,17262319,3279706,36676873,4163255,1151189,2073018,1633420,439598,924827,806141,118686,9155774,946658,958107,2850312,7715707,6187671,550355,8356611,8337001,6242714,1692452,-5944,407778,19610,48862288,81098728
2004:Q4,Black,3127579,1307706,1094429,213277,1819873,152920,20469,25717,18098,7619,7125,6948,177,137442,89525,117837,220882,827462,174097,46396,797069,795187,537772,252806,-122,4730,1882,2330510,14587249
2004:Q4,Hispanic,1997168,1137405,915391,222014,859764,93217,12992,19509,12435,7074,2220,2049,170,108403,41342,42138,73096,281516,152222,33108,634773,633896,486354,144304,-194,3432,876,1362396,10089620
2004:Q4,Other,2793204,1378614,1195393,183221,1414590,190733,24687,41557,25975,15582,3877,3877,0,263965,51645,35915,151108,338033,276508,36564,714756,713624,573738,130557,-180,9510,1132,2078448,6783721
2005:Q1,White,57933840,21050898,17735903,3314995,36882942,4262814,1107006,2008868,1553413,455456,916483,795272,121211,9175258,947517,967646,2837055,7801008,6300532,558755,8436762,8416932,6352795,1676474,-17732,405396,19830,49497078,81256992
2005:Q1,Black,3169767,1356891,1136397,220494,1812876,157934,20297,24474,16911,7563,4357,4070,287,132758,90269,117178,214512,828417,174593,48087,826469,824548,580721,240008,-297,4116,1922,2343298,14509245
2005:Q1,Hispanic,2086539,1199189,974609,224580,887349,98647,12998,19506,12320,7186,2280,1936,344,112167,39196,42213,76570,281573,168174,34025,679551,678709,524100,151188,-620,4041,842,1406988,10112349
2005:Q1,Other,2986728,1482198,1287127,195070,1504530,205807,26154,41985,25532,16453,4943,4943,0,269884,52805,38589,152722,361316,311308,39018,758839,757668,610945,137304,-494,9913,1171,2227889,7116019
2005:Q2,White,59323103,21588577,18239350,3349227,37734525,4303562,1080743,2127360,1645498,481862,921754,798524,123230,9438547,953516,992141,2923773,7898311,6531169,563650,8636079,8615669,6528151,1692848,-10978,405649,20409,50687024,81425456
2005:Q2,Black,3236554,1410101,1176641,233460,1826453,161819,20175,24771,17259,7512,3408,3022,386,129621,91311,118434,219006,829508,179245,49154,857345,855335,614511,237386,-203,3642,2010,2379209,14410454
2005:Q2,Hispanic,2185707,1263391,1037554,225837,922316,102339,13073,20415,13022,7393,2560,2042,518,117544,37152,42830,82735,281399,187589,34678,715304,714484,554706,155410,-409,4777,820,1470403,10114082
2005:Q2,Other,3217566,1590587,1380750,209836,1626980,220170,28037,45921,28796,17125,6472,6472,0,286467,54263,42381,160065,387085,354723,41395,813409,812174,655391,146746,-324,10361,1235,2404158,7462941
2005:Q3,White,60812748,22172471,18796229,3376242,38640277,4381643,1093940,1903619,1545273,358347,919606,795344,124262,9937666,968233,1007438,3053191,7990968,6800989,582983,8849042,8829205,6707192,1722668,-10644,409989,19837,51963706,81596049
2005:Q3,Black,3303094,1459197,1225460,233738,1843897,166077,20191,22712,15916,6797,1606,1145,461,127827,92994,118254,227858,829029,185070,52277,890625,888698,647576,237931,-195,3387,1927,2412469,14297133
2005:Q3,Hispanic,2290391,1331477,1103958,227519,958914,106973,13333,18564,12714,5850,2741,2049,692,124465,35376,42986,90015,280590,207818,36051,750645,749895,584764,159850,-423,5704,751,1539746,10099718
2005:Q3,Other,3478181,1706804,1486387,220416,1771378,236369,30799,47560,27827,19732,8016,8016,0,314781,56260,45780,170188,413674,403166,44785,872064,870843,702350,157936,-313,10870,1221,2606118,7819545
2005:Q4,White,62045402,22680487,19270575,3409912,39364915,4430859,1157567,2009815,1570685,439130,918635,794787,123847,10067751,974703,1028760,3161013,8084916,6924534,606362,9023579,9004072,6867688,1749889,-5706,392200,19508,53021822,81760694
2005:Q4,Black,3354981,1502370,1267244,235125,1852612,169804,20336,22775,15666,7110,504,0,504,123107,93871,118827,234019,828179,185293,55896,917563,915683,675827,237998,-112,1971,1879,2437419,14175538
2005:Q4,Hispanic,2378672,1389620,1160205,229416,989052,110757,13816,19754,13042,6712,2967,2105,862,128716,33265,43350,96567,279516,222749,37595,780133,779443,610654,163437,-242,5594,690,1598539,10074158
2005:Q4,Other,3721389,1825457,1593641,231817,1895932,252389,34763,50140,29701,20439,9792,9792,0,326038,57670,49756,179186,441473,446129,48597,930064,928845,748699,169231,-174,11089,1218,2791325,8180886
2006:Q1,White,63883677,22709455,19272051,3437404,41174222,4614891,1156327,2092240,1661641,430599,929160,808376,120784,11398570,918387,1051523,3260843,8186936,6959276,606069,9258791,9239102,7065073,1759100,4744,410185,19689,54624886,81911317
2006:Q1,Black,3383572,1523779,1277384,246395,1859794,175370,20266,22869,15927,6941,535,47,488,126130,89349,119568,239150,828242,182288,56026,942821,940915,704358,234002,109,2446,1905,2440752,14051925
2006:Q1,Hispanic,2431846,1408599,1179135,229464,1023247,118302,13992,20237,13725,6512,3407,2383,1025,141069,28833,43749,102817,278576,234424,37841,810738,810088,637077,165640,214,7157,651,1621108,10042301
2006:Q1,Other,3975751,1893612,1646064,247548,2082140,273191,37699,55142,33294,21848,12088,12088,0,400094,54460,54008,187720,471057,485754,50928,992466,991216,800430,178843,158,11785,1250,2983286,8542023
2006:Q2,White,64119036,22983464,19512668,3470796,41135573,4647061,1189868,2059540,1537877,521664,946404,830765,115639,11065606,920713,1059429,3244102,8275476,7121688,605686,9469259,9449402,7252750,1763163,13423,420066,19857,54649777,82039843
2006:Q2,Black,3399220,1551063,1303171,247892,1848156,178869,20275,21553,14513,7040,2081,1652,428,118093,89923,118361,231783,827015,184031,56172,971663,969734,738270,228621,348,2495,1929,2427556,13932550
2006:Q2,Hispanic,2487425,1443489,1212251,231238,1043936,121681,14323,20571,13199,7372,3987,2808,1179,142255,26594,43532,105602,277197,250111,38084,847013,846402,668080,169342,645,8336,611,1640412,10009045
2006:Q2,Other,4160422,1985709,1726405,259305,2174713,289724,41550,52784,31438,21347,14794,14794,0,387440,55159,57274,188194,499919,534625,53250,1055610,1054331,852991,188485,480,12375,1279,3104812,8898011
2006:Q3,White,65106232,23170201,19664278,3505923,41936031,4701540,1250618,2019127,1562357,456770,933315,824518,108798,11425182,940955,1080957,3343267,8375862,7260857,604350,9656206,9636279,7387799,1800782,19022,428676,19928,55450026,82138199
2006:Q3,Black,3429801,1573046,1324585,248461,1856756,182836,20307,21075,14292,6784,336,0,336,114493,92076,119103,237081,828087,185118,56246,1004374,1002432,766955,232461,533,2483,1942,2425427,13823671
2006:Q3,Hispanic,2545954,1472446,1238977,233469,1073508,125818,14763,20116,13520,6596,4121,2796,1324,148191,25046,43911,111852,276411,264980,38300,880753,880186,694302,175449,976,9458,568,1665201,9979291
2006:Q3,Other,4396484,2072308,1801883,270425,2324176,307231,46213,57445,33324,24120,16943,16943,0,411639,57090,61663,196217,530659,583603,55474,1117063,1115767,899368,202748,709,12942,1296,3279421,9243909
2006:Q4,White,66383092,23189737,19662160,3527577,43193355,4759636,1338716,1858722,1421255,437467,927837,823768,104070,12298197,968230,1106917,3502392,8482800,7334501,615406,9808847,9788764,7466890,1828138,35770,457966,20082,56574246,82198310
2006:Q4,Black,3472491,1593202,1339826,253376,1879290,187121,20315,19466,12859,6607,292,0,292,113935,94919,120607,249007,831276,184197,58155,1025888,1023919,784644,234510,1245,3520,1969,2446603,13731542
2006:Q4,Hispanic,2590927,1482684,1248345,234339,1108243,130276,15293,19099,12798,6300,4363,2890,1473,157602,23797,44526,120020,276201,277850,39216,903594,903065,710690,178896,1962,11517,529,1687333,9957937
2006:Q4,Other,4647949,2143803,1860836,282967,2504146,324992,51705,56391,30703,25688,19388,19388,0,466731,59508,66511,208406,562584,629331,58599,1168995,1167678,937119,215172,1559,13828,1317,3478954,9574772
2007:Q1,White,67182313,22950930,19404134,3546796,44231383,4935791,1381865,1940502,1466231,474271,939411,839602,99809,12878947,980356,1116927,3562639,8575233,7302674,617038,9902720,9882190,7588452,1809778,26877,457082,20530,57279594,82212100
2007:Q1,Black,3489834,1603520,1338714,264805,1886314,193283,20284,19500,12876,6624,261,0,261,111601,96674,120285,250971,834554,180038,58862,1036030,1033989,802349,227746,851,3043,2041,2453804,13662421
2007:Q1,Hispanic,2613082,1473463,1238734,234728,1139620,138364,15675,19898,13289,6609,4854,3234,1620,165395,22046,44570,125464,276019,287632,39704,922240,921738,727423,180479,1592,12244,503,1690842,9949884
2007:Q1,Other,4839059,2182020,1883717,298302,2657040,346875,56417,59443,32998,26446,22527,22403,124,505891,60605,70082,213131,592927,668186,60955,1217819,1216459,979029,222169,1039,14223,1360,3621240,9885657
2007:Q2,White,67808226,22838973,19268686,3570287,44969253,4904906,1435761,1848554,1452958,395597,979392,884885,94507,13243620,1003490,1151093,3724594,8678595,7365775,633471,10077119,10056544,7698904,1830493,26477,500671,20575,57731107,82171497
2007:Q2,Black,3551509,1617921,1344689,273232,1933588,197369,20260,18750,12499,6251,4013,3794,219,108120,99586,123452,264331,856143,179763,61800,1064006,1061944,827045,229256,848,4796,2062,2487503,13622562
2007:Q2,Hispanic,2648421,1472061,1235504,236556,1176361,141067,16118,19135,13421,5713,5804,4048,1756,172284,20755,45717,134302,278984,301127,41070,951293,950831,750151,184003,1697,14980,462,1697129,9960029
2007:Q2,Other,5013235,2218434,1906888,311546,2794801,361340,61526,62039,33648,28391,26969,26309,659,531700,62490,75745,225181,609902,713475,64436,1269995,1268631,1019095,233214,977,15345,1364,3743241,10171623
2007:Q3,White,68584299,22649823,19061743,3588080,45934476,4928028,1634172,2296920,1640808,656112,994186,903555,90631,13323379,1014399,1167165,3797721,8769225,7368357,640924,10180875,10159915,7784620,1877170,38720,459404,20960,58403424,82068424
2007:Q3,Black,3590549,1622558,1343868,278690,1967991,202822,20033,19998,13539,6460,5333,5129,204,103205,101812,124694,269275,879083,178033,63704,1100711,1098573,856549,238197,1489,2338,2138,2489838,13618224
2007:Q3,Hispanic,2701455,1486827,1247701,239126,1214628,145820,16958,23154,14956,8198,6381,4479,1902,178056,19078,46269,140926,282400,313497,42089,985617,985181,776924,191554,2690,14013,436,1715838,9993273
2007:Q3,Other,5140567,2243561,1921515,322046,2897005,377286,69988,63001,40262,22740,30608,29625,983,537927,63183,79823,230024,624158,753901,67108,1321203,1319808,1054578,248631,1616,14983,1395,3819363,10427724
2007:Q4,White,68059940,22433760,18821635,3612125,45626180,5098855,1793098,2332798,1648113,684685,1085478,998565,86913,12622986,1020517,1164689,3740439,8847315,7262741,657265,10311375,10290433,7870165,1906601,44127,469539,20942,57748565,81898463
2007:Q4,Black,3576885,1605950,1319581,286369,1970935,204262,20238,21312,14816,6497,17104,17026,78,101476,99232,124147,250362,895824,172719,64258,1104349,1102268,846675,250309,1679,3605,2082,2472535,13653730
2007:Q4,Hispanic,2616218,1418002,1174955,243047,1198216,145552,17302,22959,14792,8166,7310,5597,1712,169708,20155,47042,137662,288309,299667,42552,986691,986237,775732,193777,2879,13848,454,1629527,10053002
2007:Q4,Other,5190491,2261088,1927841,333248,2929402,392638,76689,66270,43816,22454,35719,33590,2130,534342,66378,80293,238738,635342,734202,68793,1362954,1361502,1084561,258790,1895,16256,1452,3827537,10650327
2008:Q1,White,66495222,21936467,18293426,3643041,44558755,5280964,1996392,2385550,1673248,712301,1181674,1097806,83868,11615970,1013259,1127634,3528570,8909241,6851146,668356,10412959,10390994,7935598,1890436,51320,513640,21964,56082263,81671820
2008:Q1,Black,3508820,1564905,1274771,290134,1943915,206531,20450,22814,16268,6546,28362,28362,0,98168,95843,119423,216677,913854,157476,64317,1098761,1096584,833940,254048,1981,6615,2177,2410059,13725682
2008:Q1,Hispanic,2518822,1352640,1103632,249008,1166182,146064,17821,22918,14789,8129,8280,6743,1537,159721,20815,46532,129992,294618,276554,42868,985463,984946,771730,194791,3158,15267,517,1533359,10136555
2008:Q1,Other,5119145,2227543,1886348,341195,2891602,407815,84479,69997,47945,22052,40891,37738,3153,507393,68280,77209,234125,643099,688441,69873,1393648,1392041,1108854,262733,2312,18142,1607,3725497,10841022
2008:Q2,White,65511129,21528535,17867258,3661277,43982594,5157178,1921755,2506701,1824502,682200,1175266,1083967,91299,11136416,1021533,1113157,3521147,8987311,6766610,675518,10388488,10366248,7970559,1895956,38676,461057,22240,55122641,81402354
2008:Q2,Black,3471367,1522356,1234487,287869,1949011,205604,21232,25682,18888,6794,26862,26838,24,98037,93983,117907,204953,936668,154071,64013,1072105,1069929,798392,265556,1195,4786,2176,2399262,13828750
2008:Q2,Hispanic,2456192,1307271,1051887,255384,1148921,138129,17756,23205,15553,7651,7752,6311,1441,153272,22131,47092,128945,302317,265244,43077,953675,953124,747188,191380,2265,12291,551,1502517,10239755
2008:Q2,Other,5105599,2190124,1845912,344212,2915474,410517,85783,81753,56883,24870,41423,38719,2704,514570,71515,75918,245622,651922,665997,70453,1412097,1410408,1123143,267561,1413,18290,1690,3693501,11002712
2008:Q3,White,63622759,21115990,17442671,3673319,42506770,5297231,1916902,2737105,1977320,759784,1179582,1079295,100287,9712038,1019709,1087912,3261819,9047771,6556372,690329,10483514,10461449,7942165,1899355,68765,551164,22065,53139246,81103927
2008:Q3,Black,3416377,1492570,1199390,293181,1923807,208438,21922,28451,21753,6698,26540,26430,109,92185,91428,115095,168351,959775,146670,64953,1081553,1079437,792053,274290,2835,10259,2116,2334824,13957604
2008:Q3,Hispanic,2380120,1257657,996757,260900,1122463,137993,17884,24245,16262,7983,7374,6031,1343,140418,23128,47294,120096,310079,250159,43793,964426,963857,747685,196414,3798,15959,569,1415694,10358428
2008:Q3,Other,4990100,2152928,1802595,350333,2837172,422745,88508,87863,66553,21310,41824,39859,1965,453316,73720,73275,235099,657153,632086,71583,1429901,1428175,1129939,273754,3465,21017,1727,3560199,11138295
2008:Q4,White,60761566,20670299,17017842,3652456,40091268,5535733,2143655,3044022,2257902,786120,956405,853584,102821,7565467,1011706,1015335,2831588,9080634,6202080,704643,10239022,10215730,7894076,1888792,70130,362731,23292,50522544,80790398
2008:Q4,Black,3308033,1464508,1168202,296306,1843525,212929,22353,32850,26079,6770,1715,1627,87,81143,88416,105781,116498,981406,134482,65953,1063263,1061004,776366,280640,2777,1222,2259,2244769,14106913
2008:Q4,Hispanic,2288667,1211316,947238,264078,1077351,140909,18650,25350,17436,7914,3809,2609,1200,121455,23933,45470,105574,317358,230295,44549,948170,947523,739577,198017,3690,6239,647,1340496,10488399
2008:Q4,Other,4794127,2115750,1762343,353407,2678377,438379,96957,103281,82683,20599,36611,34413,2198,338763,75223,65569,208675,657254,585115,72549,1430537,1428634,1130047,276340,3440,18807,1903,3363590,11250672
2009:Q1,White,59151881,20242309,16609103,3633206,38909572,5464519,2112246,3321251,2351989,969262,895446,787516,107930,6715293,1017956,1013081,2711194,9087529,5865391,705666,10143878,10121005,7893280,1830926,56406,340393,22873,49008003,80475629
2009:Q1,Black,3261040,1433999,1137270,296729,1827041,213739,23190,34716,28894,5822,109,0,109,77829,86670,106028,95531,1001131,123027,65071,1053324,1051155,773506,275028,1817,805,2168,2207717,14271348
2009:Q1,Hispanic,2218530,1171766,903801,267964,1046764,134765,18782,26501,17714,8788,2602,1537,1065,111325,25333,46781,100999,324001,211092,44583,950856,950200,743034,200000,2841,4325,657,1267673,10625493
2009:Q1,Other,4670537,2071296,1717139,354157,2599241,440934,98836,97923,91103,6820,35368,33343,2025,312816,77989,64556,207850,652321,538489,72160,1432713,1430803,1136767,272188,2275,19572,1910,3237824,11342743
2009:Q2,White,59701201,19899268,16272041,3627226,39801934,5447984,1993783,2940076,1970906,969170,909419,796527,112892,8119060,1034567,1069686,3002696,9140429,5433745,710489,10135107,10113545,7892148,1802449,66987,351960,21563,49566094,80173480
2009:Q2,Black,3287597,1411005,1116382,294622,1876592,215370,24096,32538,26502,6035,129,0,129,90227,85841,114706,113083,1027505,108348,64749,1036327,1034385,751423,278291,2311,2360,1943,2251269,14445578
2009:Q2,Hispanic,2204816,1155906,882403,273503,1048910,130119,18657,24511,16025,8486,2417,1497,920,119262,27183,50849,110135,332488,188456,44834,935003,934375,729113,197901,3211,4150,628,1269813,10765534
2009:Q2,Other,4738800,2027123,1673959,353163,2711677,444995,98129,84282,76401,7881,36327,34458,1869,445476,81676,69442,243091,652920,483342,71997,1434689,1432868,1138890,270232,2921,20825,1821,3304110,11417408
2009:Q3,White,61214268,19638851,16024852,3613999,41575417,5423031,1836219,3087899,2205890,882009,928852,811320,117532,9550940,1053137,1129314,3318015,9198488,5330401,719120,10122515,10101273,7857251,1797715,80007,366300,21242,51091753,79897811
2009:Q3,Black,3338313,1387524,1098457,289068,1950788,216904,24899,37895,31023,6872,143,0,143,103029,85152,124111,133751,1054902,105033,64970,1033894,1032036,738299,286609,3012,4116,1858,2304419,14624274
2009:Q3,Hispanic,2211928,1146069,867408,278662,1065859,125032,18341,24687,17009,7678,2298,1532,766,127074,29142,55179,120136,341150,177533,45286,932509,931868,722701,201401,3649,4117,641,1279419,10904348
2009:Q3,Other,4890772,1996228,1646689,349538,2894544,448053,95860,107610,91107,16503,37462,35698,1763,583782,85472,74655,281178,653125,455267,72080,1435924,1434094,1135178,272985,3826,22105,1831,3454847,11477568
2009:Q4,White,61321204,19479329,15855456,3623873,41841876,5620787,1753233,2910753,2162156,748598,931453,809132,122321,9791497,1067376,1169166,3437767,9238975,5186857,734011,10133041,10113627,7851507,1785863,87456,388801,19414,51188163,79662484
2009:Q4,Black,3373248,1382119,1084164,297955,1991130,221464,25580,40015,32248,7767,160,0,160,107742,83975,130759,135320,1079742,100276,66097,1020696,1019158,715100,294302,3376,6379,1539,2352552,14802105
2009:Q4,Hispanic,2206921,1137966,853941,284026,1068954,126460,18200,23331,16748,6583,1952,1348,604,125716,30931,58663,123587,348912,165128,46073,917440,916855,707177,201351,3796,4531,585,1289481,11037760
2009:Q4,Other,4939152,1977986,1623706,354280,2961165,460036,95304,119255,92071,27184,37959,36325,1634,634555,88743,77722,301519,649483,423931,72660,1435944,1434266,1132969,273501,4304,23492,1679,3503207,11526121
2010:Q1,White,62219086,19399265,15786188,3613078,42819820,5585887,1554691,3158856,2290820,868036,935143,809527,125615,10319571,1073270,1199455,3570643,9399037,5297290,725978,10101271,10079953,7794479,1735282,142445,407748,21318,52117814,79481358
2010:Q1,Black,3422672,1373180,1076210,296970,2049492,222636,25943,43142,35743,7399,147,0,147,114502,81866,135938,137968,1119636,104180,63533,991231,989445,680496,292310,8171,8467,1787,2431441,14973741
2010:Q1,Hispanic,2207186,1127580,839488,288092,1079606,120530,17510,24091,17146,6945,1630,1199,431,126386,32350,61710,127348,360920,161738,45395,889903,889205,680722,197932,5809,4742,697,1317283,11161594
2010:Q1,Other,5025306,1965303,1612640,352663,3060003,461618,90647,121691,101942,19749,38727,36965,1761,706425,91071,79639,322910,662673,413671,70931,1424306,1422389,1119764,267533,10277,24815,1917,3601001,11565970
