Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1995:Q2,College,15613979,4653245,3674433,978812,10960734,1246336,332015,1005690,678502,327188,359223,316613,42611,2539525,254239,263720,752969,2109390,1967257,130370,2045813,2037962,1513844,367231,5892,150995,7851,13568166,24654991
1995:Q2,SomeCollege,6830053,2560694,1924819,635875,4269359,595723,95954,249081,175110,73971,65336,40151,25185,861394,118959,92938,255214,1167149,694716,72896,1139726,1135955,799379,307236,4455,24885,3771,5690327,24394685
1995:Q2,HS,7039068,2752140,2103185,648955,4286929,668483,73777,209534,162876,46658,54356,22396,31960,599536,137150,170754,262059,1455242,573365,82674,1087581,1083252,756241,292861,3738,30412,4328,5951488,31228952
1995:Q2,NoHS,2544656,1026561,805872,220690,1518095,295532,9427,83512,74694,8819,13652,1246,12406,116353,50297,49270,42783,570262,255421,31586,273387,271805,169372,95797,1077,5559,1582,2271269,18454651
1995:Q3,College,15899972,4598363,3618001,980362,11301609,1250094,338821,1013357,666669,346688,364106,322174,41932,2741470,257636,270334,792914,2136051,2007194,129633,2080023,2072100,1529687,375257,6572,160584,7923,13819949,24635413
1995:Q3,SomeCollege,6939162,2563835,1917772,646063,4375327,597994,98680,252358,172171,80187,59728,38010,21719,922278,120255,93779,276802,1181545,699220,72687,1170069,1166290,811785,323644,5374,25486,3778,5769093,24612862
1995:Q3,HS,7157042,2747868,2085084,662784,4409173,665363,77197,217138,166894,50244,54838,21672,33166,644510,140057,176974,281403,1486722,582031,82940,1127476,1123082,777013,309681,4567,31821,4394,6029566,31420803
1995:Q3,NoHS,2552256,1008095,792279,215816,1544161,289830,9267,86137,77041,9096,14149,913,13236,121118,52048,51251,45317,582030,261486,31529,281562,279930,171851,101016,1185,5878,1632,2270694,18341355
1995:Q4,College,16435827,4650848,3658264,992584,11784978,1264626,357295,1041912,667226,374687,378871,338195,40676,2989003,266776,277643,833952,2203798,2039786,131317,2107730,2099575,1538433,395127,9429,156585,8155,14328097,24678437
1995:Q4,SomeCollege,7134015,2608077,1955046,653030,4525938,603850,103543,275579,179737,95842,63050,40898,22152,968816,122523,99379,294511,1206206,714298,74184,1213955,1210142,832855,344071,6881,26335,3813,5920060,24808306
1995:Q4,HS,7242052,2756164,2089825,666340,4485888,670920,79193,221860,162839,59021,54957,22732,32224,687202,141576,175280,290900,1489412,591010,83578,1146819,1142410,778937,323817,6551,33106,4409,6095233,31589764
1995:Q4,NoHS,2510716,1003465,786113,217352,1507251,283459,9712,84390,73298,11091,15196,2015,13180,120734,49330,48788,46116,566945,251438,31145,283954,282409,170283,105145,1569,5412,1545,2226762,18215892
1996:Q1,College,16840237,4707946,3698903,1009043,12132291,1303328,395394,1016197,636765,379432,383609,344174,39435,3128878,273092,285606,874427,2273847,2065628,132284,2147303,2138908,1562706,398448,6810,170944,8395,14692934,24779532
1996:Q1,SomeCollege,7278763,2655098,1993921,661177,4623665,615718,112404,275033,177002,98031,65570,43014,22555,987623,123698,104997,311217,1227960,724408,75038,1249080,1245241,859909,349255,5263,30814,3839,6029683,24981180
1996:Q1,HS,7306307,2782235,2111568,670667,4524072,682596,83059,213337,151810,61527,55955,24721,31234,706845,141791,173482,299099,1488462,596137,83308,1142831,1138416,786095,313225,3875,35221,4415,6163476,31737491
1996:Q1,NoHS,2473390,1007825,786270,221555,1465564,278753,10662,81242,68655,12587,16262,3186,13076,117246,46365,46333,46737,550886,240651,30427,280081,278625,170149,101279,1264,5934,1455,2193309,18080526
1996:Q2,College,17258307,4783425,3758870,1024554,12474882,1307153,387817,1062246,670259,391987,371918,333721,38197,3287080,282119,293253,901726,2347684,2100314,133572,2192447,2183789,1591469,412289,9656,170375,8658,15065860,24931301
1996:Q2,SomeCollege,7417899,2701890,2037664,664227,4716008,615321,110862,297857,193633,104224,66794,43862,22933,1008428,125308,109983,321950,1247895,735751,75858,1291355,1287494,885190,363358,6722,32224,3861,6126544,25132215
1996:Q2,HS,7345672,2788746,2116519,672228,4556925,681995,81542,219748,153885,65863,58630,28426,30204,728437,142583,170908,302341,1485374,602333,83034,1152260,1147843,787355,318418,5505,36564,4418,6193412,31866854
1996:Q2,NoHS,2426676,1005563,787755,217808,1421113,271023,10315,79899,65739,14160,17265,4333,12932,114118,43532,43780,46981,534363,230112,29725,279359,277994,168194,102514,1666,5620,1366,2147316,17938444
1996:Q3,College,17596749,4880758,3836353,1044405,12715991,1326430,404322,1071112,691485,379626,363870,326892,36978,3321249,295422,300504,937883,2424496,2134840,135862,2240435,2231504,1624421,426470,11036,169577,8931,15356314,25126346
1996:Q3,SomeCollege,7511515,2744159,2075403,668756,4767357,618464,114328,302267,206291,95977,68310,45017,23294,998753,127779,114301,335294,1265769,745038,77052,1331795,1327919,910316,376852,7240,33511,3876,6179720,25262148
1996:Q3,HS,7349805,2790662,2115614,675048,4559143,685112,82469,216155,152753,63402,61097,31955,29142,724487,144468,167596,307275,1480048,607076,83360,1159575,1155161,788384,322990,5949,37839,4414,6190230,31980723
1996:Q3,NoHS,2371900,997689,780723,216966,1374211,264439,10603,77316,62217,15099,18326,5552,12775,108017,40906,41156,47282,517456,219450,29258,278195,276919,166241,103535,1857,5287,1275,2093706,17792837
1996:Q4,College,18212113,4952829,3894994,1057835,13259284,1335564,427685,1091609,714866,376742,395345,359556,35789,3516671,309729,292558,1060102,2497225,2194763,138033,2290511,2281300,1653233,444805,8833,174428,9212,15921602,25357270
1996:Q4,SomeCollege,7657888,2774495,2101208,673287,4883393,617317,118968,312417,219514,92903,72967,49320,23647,1024093,130221,108069,381391,1277636,762313,78002,1370156,1366271,931836,392541,5997,35897,3885,6287732,25371710
1996:Q4,HS,7398183,2800321,2126933,673388,4597862,684090,83864,214768,151475,63293,59587,31532,28056,750491,146377,152998,336050,1467999,618248,83387,1167740,1163336,789088,330958,3948,39342,4404,6230443,32081967
1996:Q4,NoHS,2319535,989389,765970,223418,1330147,257070,11047,74652,58514,16139,19855,7228,12627,105747,38298,36764,48764,499161,210090,28699,278060,276875,164474,105573,1584,5244,1184,2041476,17646892
1997:Q1,College,18494429,5032253,3953997,1078255,13462177,1351571,459633,1008232,672773,335460,377192,342683,34508,3582469,321679,302153,1072672,2580903,2265085,140586,2323591,2314171,1678782,444493,12753,178142,9420,16170838,25616676
1997:Q1,SomeCollege,7701965,2804681,2126982,677698,4897284,617356,125091,279648,209559,70089,73831,49860,23971,1018567,131775,113331,383860,1292917,781893,79015,1390975,1387099,948825,392603,7684,37988,3876,6310990,25461637
1997:Q1,HS,7384415,2801896,2127337,674559,4582519,684506,85830,191835,138361,53474,63521,36568,26953,750622,147288,150976,332376,1460538,631460,83566,1151884,1147517,784494,316355,5916,40752,4367,6232531,32173457
1997:Q1,NoHS,2266635,981803,755271,226532,1284832,250338,11686,70743,54713,16031,20949,8532,12417,100635,35572,34530,48508,482360,201297,28214,270393,269304,161348,100724,2098,5134,1090,1996242,17503797
1997:Q2,College,19550666,5133750,4038063,1095688,14416916,1372510,455188,1015328,669756,345572,385194,351748,33446,4190770,337504,323339,1197470,2673424,2322878,143311,2379785,2370147,1712521,457581,14839,185207,9638,17170881,25897165
1997:Q2,SomeCollege,7953104,2843923,2167262,676660,5109181,618122,123338,286191,212531,73660,76835,52490,24345,1129711,134089,125977,429082,1310638,795207,79990,1424577,1420715,968955,402706,8336,40718,3863,6528526,25532662
1997:Q2,HS,7529811,2808986,2136281,672706,4720824,685944,84155,188868,132428,56441,64721,38889,25832,851220,149200,156711,359506,1456639,640103,83759,1154147,1149819,783760,317119,6648,42292,4328,6375664,32258062
1997:Q2,NoHS,2231626,975475,753563,221911,1256151,244154,11363,68465,51247,17217,22596,10222,12373,106806,33026,33545,49616,466824,192002,27754,268515,267519,159351,100632,2349,5187,996,1963111,17366742
1997:Q3,College,20391412,5248380,4128823,1119557,15143031,1399022,478208,1022897,662880,360017,378964,346536,32428,4566863,353337,340488,1302475,2765358,2388510,146909,2452830,2442966,1764261,472503,8713,197489,9864,17938582,26191342
1997:Q3,SomeCollege,8140727,2881147,2203554,677593,5259580,619942,127106,292833,213689,79144,78909,54174,24735,1186184,136174,135669,465620,1325558,810247,81339,1464266,1460420,997085,413374,5488,44473,3846,6676461,25585518
1997:Q3,HS,7617760,2808289,2134181,674107,4809472,688790,84954,186360,125989,60371,67795,43096,24698,906101,150931,159271,379993,1450255,650458,84565,1159206,1154918,789081,319022,2779,44036,4288,6458555,32338651
1997:Q3,NoHS,2189100,965497,746761,218736,1223603,238619,11739,66434,47938,18496,24252,11869,12382,107729,30494,32074,50290,451144,183299,27529,267714,266809,158854,100906,1559,5489,905,1921386,17238914
1997:Q4,College,20925727,5341852,4205066,1136786,15583875,1435577,503202,1050654,702572,348083,389957,358758,31199,4698877,363496,344944,1313106,2851001,2484596,148465,2509972,2499875,1797364,489054,14718,198739,10097,18415755,26491808
1997:Q4,SomeCollege,8231047,2909984,2228652,681331,5321063,624278,131040,303206,231475,71731,82380,57296,25084,1189732,136667,136698,465189,1334831,835566,81476,1496745,1492918,1012491,426552,7980,45895,3827,6734302,25620941
1997:Q4,HS,7652002,2833432,2161182,672249,4818570,694589,85778,184640,126828,57812,68896,45333,23563,915541,150858,153070,374101,1438158,669252,83686,1162018,1157770,781388,325762,5333,45286,4248,6489984,32418096
1997:Q4,NoHS,2147728,962983,735388,227595,1184745,234089,12154,63560,44637,18923,26189,13906,12283,103973,27797,29373,49953,434629,176282,26746,266333,265517,155116,102797,2360,5245,816,1881395,17123504
1998:Q1,College,22178995,5477659,4318357,1159302,16701336,1441471,551239,1047624,674209,373415,406626,376762,29864,5419859,376467,365575,1451549,2959374,2530656,150895,2559365,2549119,1839353,488557,16535,204674,10246,19619630,26791165
1998:Q1,SomeCollege,8497162,2957463,2275887,681576,5539700,618985,139272,306166,224140,82026,86359,60934,25425,1310928,137728,148205,512811,1355731,841478,82038,1517418,1513625,1031835,425078,8465,48247,3793,6979744,25639662
1998:Q1,HS,7814667,2845517,2172863,672654,4969150,691021,88356,181702,117457,64245,69201,46776,22425,1029612,151586,157591,402314,1440835,673429,83503,1146269,1142085,777743,311846,5750,46746,4185,6668398,32499265
1998:Q1,NoHS,2121500,959092,732563,226529,1162408,227797,13124,62323,41817,20507,28374,16217,12158,110868,25257,28265,50814,422109,167243,26232,259610,258886,152513,98563,2578,5232,725,1861889,17023698
1998:Q2,College,22805644,5636589,4453865,1182724,17169056,1448490,564261,1122273,711731,410542,410394,381943,28451,5570334,388983,381332,1468599,3058097,2603764,152528,2635034,2624405,1887900,508969,15463,212073,10629,20170610,27082017
1998:Q2,SomeCollege,8633345,3017313,2334388,682925,5616032,613912,140453,339204,241112,98092,89642,63873,25769,1315428,138581,156330,513957,1369542,856846,82138,1557161,1553371,1055816,438748,7939,50868,3790,7076183,25642417
1998:Q2,HS,7896309,2886753,2212840,673913,5009557,688123,87966,191261,117632,73628,71441,50153,21287,1041544,152191,158785,397783,1452195,685539,82729,1159870,1155685,783399,319335,4667,48283,4185,6736439,32585029
1998:Q2,NoHS,2095471,965098,736951,228147,1130372,222067,13242,61000,38543,22457,30606,18570,12036,107586,22763,26718,50611,410414,159816,25549,261678,261032,152586,100692,2461,5292,646,1833793,16942686
1998:Q3,College,22573903,5825817,4608490,1217326,16748086,1459012,620653,1182407,781868,400539,440493,413429,27064,4953147,395545,381195,1359962,3145609,2654799,155263,2699567,2689113,1936843,525712,17467,209091,10454,19874335,27356966
1998:Q3,SomeCollege,8544718,3074347,2392967,681380,5470371,609910,149751,362190,271102,91088,94726,68578,26148,1169965,137977,154047,468514,1376522,863947,82821,1592167,1588458,1079024,449602,8471,51360,3709,6952551,25629939
1998:Q3,HS,7760981,2907483,2226538,680945,4853498,686814,90851,192745,121327,71418,69406,49264,20142,920545,151179,149890,360572,1456807,691803,82885,1169922,1165881,787873,323469,5113,49427,4041,6591059,32678256
1998:Q3,NoHS,2040497,958340,741262,217078,1082157,217109,14406,56931,33990,22940,33526,21531,11995,91853,20172,23881,49482,397776,151811,25211,262481,261935,152416,101935,2707,4877,546,1778016,16883656
1998:Q4,College,24167507,6031315,4792769,1238546,18136191,1519482,668023,1156009,793587,362422,432935,404336,28599,5922005,411899,400960,1568202,3204910,2694162,157603,2786979,2777350,1999064,546970,20548,210768,9629,21380528,27610646
1998:Q4,SomeCollege,8813556,3089645,2405583,684062,5723910,633323,156656,330194,257889,72305,97587,70965,26622,1325829,145284,162817,535239,1405154,849474,82355,1604025,1600379,1082118,454259,9098,54903,3646,7209531,25603468
1998:Q4,HS,8007449,2942026,2256799,685227,5065423,707040,93959,176122,115611,60511,71895,51467,20428,1048113,155463,159976,405523,1477770,687621,81942,1203051,1199250,808556,337013,6873,46807,3802,6804398,32780871
1998:Q4,NoHS,2087302,963585,737658,225928,1123716,222080,14957,48515,29533,18983,30297,19023,11274,115628,22081,27099,51138,413398,153729,24794,269630,269091,158852,103030,2806,4403,540,1817671,16848635
1999:Q1,College,24562733,6231222,4965510,1265712,18331512,1502890,714882,1147429,756300,391129,427493,397274,30219,5988095,416711,407364,1624926,3252125,2689854,159743,2853725,2843258,2053474,555947,19398,214440,10467,21709008,27845812
1999:Q1,SomeCollege,8806706,3100536,2418582,681955,5706170,634122,163437,312928,229702,83225,100279,73174,27104,1307168,149879,162988,545815,1427245,820503,81806,1601531,1597710,1081254,449123,8519,58815,3821,7205175,25566264
1999:Q1,HS,8003751,2961240,2268804,692435,5042512,704497,97167,170748,105294,65454,73919,53202,20717,1021264,156620,161736,411372,1492073,672178,80939,1219624,1215621,827769,337067,6467,44318,4002,6784128,32891012
1999:Q1,NoHS,2102415,957609,736441,221168,1144806,222357,15522,44496,26957,17539,27409,16754,10656,124109,23718,29237,51690,427918,153966,24385,272524,271921,165140,100262,2486,4033,603,1829891,16835002
1999:Q2,College,25487043,6454428,5160679,1293748,19032615,1477757,701527,1104923,730157,374766,425727,394104,31623,6525804,426173,420124,1715893,3302957,2769574,162156,2953454,2942977,2115689,574033,20545,232710,10477,22533589,28067252
1999:Q2,SomeCollege,8925645,3124391,2439962,684429,5801254,632465,159172,283815,208468,75347,102915,75390,27526,1376941,155554,167197,568627,1451470,821679,81416,1612922,1609044,1084281,450531,8549,65683,3878,7312723,25522093
1999:Q2,HS,8142259,3015688,2314593,701095,5126570,699787,95981,157540,97128,60413,75274,54254,21020,1074218,159153,167605,426367,1509718,680722,80205,1251511,1247523,851166,346717,7289,42351,3988,6890747,33005867
1999:Q2,NoHS,2151308,973822,748249,225572,1177486,222365,14746,39219,24229,14990,24649,14709,9940,140689,25513,31965,52629,443598,158025,24089,280176,279543,172556,100300,2372,4316,633,1871131,16838973
1999:Q3,College,25607530,6710573,5380386,1330187,18896956,1486951,729036,1088158,721941,366217,445860,412678,33183,6225748,424909,414283,1674550,3341630,2899146,166684,3051347,3040889,2192312,595150,17568,235858,10458,22556183,28279753
1999:Q3,SomeCollege,8873851,3150100,2464815,685285,5723751,640990,162455,266117,194881,71236,106968,78989,27979,1292980,158717,159743,544377,1469148,840142,82113,1628140,1624209,1092832,454435,7514,69428,3932,7245710,25474723
1999:Q3,HS,8111479,3061758,2347772,713985,5049721,705741,97919,148958,91536,57422,73479,52159,21320,990827,158783,161835,407979,1519896,703219,81085,1286398,1282429,875938,360706,5921,39864,3968,6825081,33122630
1999:Q3,NoHS,2179376,981441,760196,221245,1197935,224888,14930,34295,21353,12942,22385,13033,9352,142188,27033,33086,52462,457969,164355,24345,288329,287667,180177,101603,1957,3929,663,1891047,16856764
1999:Q4,College,27523955,6922869,5566420,1356448,20601087,1529024,805298,999354,769880,229474,492202,457582,34619,7478228,455851,447358,1840509,3406784,2952292,194187,3170906,3159954,2258782,614539,16975,269658,10952,24353049,28488102
1999:Q4,SomeCollege,9194756,3163729,2476595,687134,6031027,659225,174523,227256,198292,28963,112812,84413,28399,1489929,169369,176539,593251,1501151,832656,94317,1642603,1638547,1093403,458638,7119,79386,4056,7552153,25427919
1999:Q4,HS,8423943,3108356,2386487,721869,5315587,721701,103583,122564,91803,30761,67930,46303,21626,1158313,167229,180512,442254,1547484,704853,99162,1312591,1308512,887629,376890,5809,38185,4079,7111352,33238490
1999:Q4,NoHS,2251188,992145,766503,225642,1259044,229754,16207,25125,17360,7765,20370,11658,8712,171809,29505,37709,54231,476602,167446,30285,295348,294634,184450,103555,1745,4885,715,1955840,16884593
2000:Q1,College,28406145,7230449,5835625,1394824,21175696,1549711,857577,908947,719239,189708,497801,462550,35251,7909458,464294,461424,1918854,3457746,2951495,198389,3264891,3254511,2316924,620067,17979,299540,10380,25141254,28697086
2000:Q1,SomeCollege,9309650,3212752,2521816,690936,6096898,671243,182146,196111,175273,20838,115539,86918,28621,1536982,174788,181384,610946,1525390,807659,94710,1641773,1637737,1088886,453220,7169,88462,4036,7667877,25385447
2000:Q1,HS,8550822,3176669,2440710,735958,5374153,731138,107436,107065,83044,24021,68435,46481,21954,1192202,169484,187188,454266,1565365,691929,99645,1318733,1314813,893123,378965,6505,36220,3920,7232089,33350638
2000:Q1,NoHS,2314008,1018647,792446,226201,1295361,233299,16948,21719,16051,5667,17621,10004,7617,186533,31355,40672,55242,493321,168221,30429,296817,296095,187279,101514,1642,5661,722,2017191,16918676
2000:Q2,College,28510251,7583794,6151931,1431863,20926457,1543648,837776,896715,690745,205970,477369,441516,35854,7567832,463458,462815,1901255,3499900,3072177,203513,3349135,3338673,2394369,643365,16144,284795,10462,25161116,28911492
2000:Q2,SomeCollege,9283261,3263934,2568696,695238,6019327,675578,176963,185127,160072,25055,116130,87296,28834,1449819,178078,178297,595601,1544860,823323,95551,1653081,1648974,1095656,458307,6465,88545,4107,7630181,25351075
2000:Q2,HS,8560930,3255650,2506599,749050,5305280,732391,105885,103198,76841,26357,72547,50277,22270,1105069,169180,185710,442283,1576657,711613,100748,1353326,1349401,913919,396443,5739,33300,3925,7207604,33456266
2000:Q2,NoHS,2357641,1040909,812353,228556,1316732,235126,16121,19493,14279,5214,14797,8264,6533,186676,32938,42473,55361,508757,174203,30788,304412,303655,194152,103656,1378,4469,757,2053229,16955230
2000:Q3,College,29070486,7913176,6444234,1468941,21157310,1538902,877317,881733,670946,210786,491570,455143,36426,7530078,468211,473233,1927269,3548280,3211798,208920,3460435,3450128,2473686,672204,12925,291314,10307,25610050,29136107
2000:Q3,SomeCollege,9350054,3308067,2612372,695694,6041988,680429,182313,175057,148325,26732,119267,90229,29038,1417082,182672,180759,595469,1567536,844891,96514,1671865,1667719,1102522,466988,5330,92879,4146,7678190,25328567
2000:Q3,HS,8621252,3312153,2551100,761053,5309099,733697,108737,98672,71806,26865,71783,49214,22569,1066738,170290,189774,441079,1590669,735706,101955,1392897,1389029,933482,420387,4358,30803,3868,7228354,33552563
2000:Q3,NoHS,2403552,1056124,833637,222487,1347428,236983,16581,17001,12481,4520,12293,6838,5455,191954,34678,45090,55859,524918,180883,31188,314300,313517,200756,107495,1059,4207,782,2089253,16990471
2000:Q4,College,28809035,8229374,6728534,1500840,20579661,1588879,947357,972868,735047,237821,545603,508594,37008,6657624,466798,466619,1849381,3586659,3285985,211888,3527459,3516637,2539988,705165,15765,255718,10822,25281576,29375718
2000:Q4,SomeCollege,9237647,3339257,2638300,700957,5898390,701341,192916,189735,156487,33248,125531,96284,29247,1243071,185867,172866,560827,1584877,845077,96281,1680706,1676426,1104515,477328,5977,88607,4280,7556941,25321692
2000:Q4,HS,8530854,3384934,2614630,770304,5145920,750746,113776,104856,74047,30809,65624,42775,22849,904688,169625,182982,414394,1596442,741559,101229,1437205,1433231,953018,446845,5855,27512,3975,7093649,33636722
2000:Q4,NoHS,2437594,1082287,852633,229654,1355307,242292,17669,13282,9038,4244,10035,5631,4404,179809,36207,46058,55206,539231,184564,30954,323713,322876,207706,111929,1069,2172,836,2113881,17020617
2001:Q1,College,28693809,8719437,7187138,1532300,19974371,1696773,1052867,914795,614817,299979,526871,488387,38484,5961193,473871,462769,1698248,3637419,3332953,216614,3573574,3563378,2602499,717454,9397,234028,10196,25120234,29635113
2001:Q1,SomeCollege,9178994,3426318,2722173,704146,5752676,738821,209435,173106,124258,48848,126140,96449,29691,1101961,191062,166789,503186,1608563,836720,96891,1672896,1668638,1104195,473547,3882,87014,4258,7506099,25334214
2001:Q1,HS,8529329,3510031,2731969,778062,5019298,783650,121209,101743,61244,40499,69543,46439,23104,774850,171053,177795,370487,1607918,739409,101640,1449525,1445728,969100,449060,3070,24499,3797,7079804,33705932
2001:Q1,NoHS,2501776,1128696,896456,232240,1373080,250943,19464,13946,9571,4375,7994,4145,3848,169457,37966,47205,53472,554712,186827,31094,325770,324930,213831,109663,655,781,839,2176006,17041883
2001:Q2,College,29778424,9047695,7486334,1561361,20730728,1710961,1052303,863199,557403,305796,531097,491209,39888,6474547,491203,473973,1779228,3698878,3429436,225903,3695917,3685958,2698786,741453,5937,239782,9959,26082507,29919078
2001:Q2,SomeCollege,9335985,3452087,2747551,704536,5883898,749699,207709,158079,107761,50318,128475,98350,30124,1168402,198665,169568,522217,1637349,844089,99646,1694932,1690641,1121347,475611,2525,91157,4291,7641053,25369901
2001:Q2,HS,8683732,3561964,2778894,783070,5121768,788353,120772,94824,53966,40858,70216,46876,23339,820423,174945,181516,382040,1634387,749142,105149,1490476,1486765,1004961,457927,1824,22053,3712,7193255,33757385
2001:Q2,NoHS,2551206,1142413,912585,229828,1408793,253374,18989,12269,8623,3646,6071,2821,3250,184434,40002,49707,54395,566424,190881,32247,335935,335077,224924,109258,394,501,858,2215271,17050486
2001:Q3,College,29309627,9374496,7780093,1594403,19935131,1741671,1105725,968625,672063,296563,626319,584990,41329,5432180,481054,472611,1616032,3751249,3502687,236977,3878144,3867675,2807776,760045,9899,289956,10468,25431483,30232401
2001:Q3,SomeCollege,9184235,3480896,2776215,704681,5703338,765518,215153,174055,126166,47889,138235,107658,30577,973895,200009,164976,462916,1661266,844129,103186,1726999,1722566,1137581,476636,3813,104536,4432,7457236,25432519
2001:Q3,HS,8538661,3612534,2823929,788604,4926127,796699,124036,99217,60493,38725,58831,35281,23550,649553,171412,177293,336141,1651775,751525,109645,1517792,1513989,1021734,468570,3449,20235,3802,7020869,33788272
2001:Q3,NoHS,2546148,1146732,923061,223672,1399415,256417,19596,8052,5235,2818,4365,1699,2666,164028,41091,50884,52051,575686,193535,33711,342942,342032,230461,109100,504,1967,910,2203206,17042644
2001:Q4,College,30487071,9631254,8007637,1623617,20855817,1802424,1160950,891841,596658,295183,577519,534827,42692,6164757,505389,479989,1713532,3838175,3479429,241811,3911300,3900853,2856617,795750,2127,246357,10447,26575771,30577670
2001:Q4,SomeCollege,9385049,3539971,2825944,714028,5845077,765746,223106,159179,109838,49342,134047,104450,29597,1081608,202932,170161,487765,1674318,841730,104485,1751765,1747374,1160861,493546,821,92147,4392,7633283,25524528
2001:Q4,HS,8741127,3654606,2857702,796904,5086520,806297,132342,94718,55806,38912,68187,44188,23999,733189,175591,184607,358402,1691518,731289,110380,1568065,1564312,1055020,488559,576,20157,3753,7173062,33797385
2001:Q4,NoHS,2604592,1188919,959168,229751,1415673,267812,21879,11769,8536,3234,5169,2049,3120,176156,40405,49636,52402,564434,191659,34350,354427,353554,239287,113972,162,134,872,2250165,17015667
2002:Q1,College,31017849,9889749,8246598,1643151,21128100,1873406,1133745,851267,572153,279114,561746,517388,44358,6236495,527422,475388,1796220,3911157,3514502,246753,4009401,3998632,2954907,795467,607,247652,10768,27008449,30948684
2002:Q1,SomeCollege,9484342,3611005,2890272,720734,5873337,769078,217341,150762,103743,47018,132712,104019,28692,1078521,205283,168499,507684,1680145,857477,105835,1779730,1775330,1193926,492128,212,89065,4400,7704612,25643175
2002:Q1,HS,8841296,3703858,2904867,798991,5137438,817635,134389,91363,54674,36690,73124,48697,24427,725662,178842,184545,376465,1719466,724969,110979,1569306,1565526,1060576,484071,151,20728,3779,7271990,33789923
2002:Q1,NoHS,2631983,1221503,986085,235418,1410480,279185,22369,13911,10469,3442,6158,2459,3698,172722,39553,47175,52420,550152,191911,34924,352218,351369,239401,111851,53,64,849,2279765,16971248
2002:Q2,College,30739643,10158319,8490084,1668235,20581324,1887026,1090799,934245,582946,351299,524447,478673,45774,5670260,540290,468482,1662287,3980489,3567949,255048,4119432,4108669,3070248,811044,-6249,233625,10763,26620211,31337044
2002:Q2,SomeCollege,9425541,3680753,2950905,729849,5744788,757355,209095,172263,104447,67816,129854,102127,27727,972638,205619,165631,460187,1684284,879120,108743,1821174,1816809,1236058,500038,-2146,82859,4366,7604367,25784396
2002:Q2,HS,8797341,3742801,2939563,803238,5054540,812623,134862,104945,56315,48630,80958,56117,24841,634106,179580,183035,345015,1743087,722580,113748,1593355,1589628,1076659,493180,-1246,21036,3727,7203986,33772688
2002:Q2,NoHS,2627891,1243745,1002078,241667,1384145,286365,22441,16733,12024,4709,6959,2834,4125,155713,38375,44489,49617,534618,192650,36184,355620,354809,242075,113382,-647,0,811,2272271,16912173
2002:Q3,College,30073174,10447767,8743934,1703832,19625407,1970597,1065911,949685,549408,400277,516225,468724,47501,4653254,546123,462840,1509814,4050696,3637929,262333,4243472,4232108,3184653,829808,-7540,225188,11365,25829701,31734350
2002:Q3,SomeCollege,9322256,3763805,3026250,737555,5558451,764842,204001,180925,97033,83893,129609,102777,26832,795844,204498,163637,408439,1689254,906197,111204,1869935,1865521,1281616,508413,-2357,77849,4413,7452322,25944132
2002:Q3,HS,8692149,3766472,2954726,811746,4925677,826251,136354,111157,54060,57097,85229,59979,25249,490085,178507,182305,310103,1766127,723873,115686,1627939,1624128,1104881,499215,-1418,21449,3811,7064210,33752482
2002:Q3,NoHS,2613404,1261749,1024099,237651,1351655,297416,22804,19165,13416,5749,7970,3287,4683,129245,36978,41933,46417,518742,193842,37143,362148,361351,248010,114172,-831,0,797,2251256,16841228
2002:Q4,College,30874625,10718594,8986688,1731906,20156031,2009986,1120012,996102,508427,487675,499760,450545,49215,4953255,553821,479502,1582564,4135232,3552001,273796,4381172,4369734,3302964,852000,-12087,226858,11437,26493453,32132202
2002:Q4,SomeCollege,9493667,3847858,3104153,743705,5645809,761094,212118,202166,88547,113619,128983,103055,25928,832943,203879,174525,425906,1701899,886697,115598,1923565,1919171,1328516,519407,-3608,74856,4394,7570101,26118321
2002:Q4,HS,8793810,3791755,2975313,816443,5002055,827981,143822,123552,50933,72619,90805,65147,25659,512165,177912,194759,325349,1797487,687828,120394,1665042,1661266,1131569,509599,-1971,22069,3775,7128768,33736106
2002:Q4,NoHS,2631108,1283776,1049645,234130,1347333,305211,24742,21663,14324,7339,8956,3743,5212,131225,35633,41294,46369,504524,188746,38970,368595,367834,253264,116002,-1432,0,761,2262513,16761201
2003:Q1,College,31095182,10963497,9218550,1744948,20131684,2131600,1078687,938393,484600,453793,509003,458469,50534,4715782,569419,485874,1590668,4198043,3633102,281113,4503164,4490654,3406287,855730,-11882,240519,12510,26592017,32522201
2003:Q1,SomeCollege,9562954,3926735,3176351,750384,5636220,778960,204626,187556,83405,104151,130492,105555,24937,784391,205033,179786,424044,1704719,918456,118156,1964319,1959821,1369646,519293,-3191,74073,4499,7598635,26302903
2003:Q1,HS,8849309,3837616,3022886,814731,5011693,851446,143749,115784,49205,66579,93184,67108,26076,469023,179277,201367,326427,1816740,692417,122278,1680169,1676210,1153960,501266,-1931,22915,3960,7169140,33730361
