"Year","Group","Unit","Inflation Deflator","Real Total Wealth","Real Wealth Share","Real Wealth Per Unit Growth","Real Wealth Per Unit","Real Wealth Threshold"
"1994","Middle 40%","adult_equal_split","0.4931371908333333","44368.91809515908","Infinity","0.2785125499312801","0.0005891616058403792","44368.91809515908"
"1995","Middle 40%","adult_equal_split","0.5034911341666667","43965.231600168445","Infinity","0.2524886627719394","0.0005771693300118547","43965.231600168445"
"1996","Middle 40%","adult_equal_split","0.5126960858333333","43824.68467479915","Infinity","0.23401789801650125","0.0005686576690000026","43824.68467479915"
"1997","Middle 40%","adult_equal_split","0.5215437408333333","44875.07951352102","Infinity","0.24801843481059563","0.0005751093684695771","44875.07951352102"
"1998","Middle 40%","adult_equal_split","0.5274014283333334","47141.39531421492","Infinity","0.2952672500415423","0.000596882473361677","47141.39531421492"
"1999","Middle 40%","adult_equal_split","0.5348575258333333","50597.30804264977","Infinity","0.3724755213733181","0.0006324614351203502","50597.30804264977"
"2000","Middle 40%","adult_equal_split","0.5469791041666666","58017.92637543735","Infinity","0.5540977597462038","0.0007161562331274913","58017.92637543735"
"2001","Middle 40%","adult_equal_split","0.5593263266666667","60637.89926141366","Infinity","0.6048240847937757","0.0007395318371643972","60637.89926141366"
"2002","Middle 40%","adult_equal_split","0.5680085091666668","60589.45269157082","Infinity","0.5856905316687837","0.0007307147513366841","60589.45269157082"
"2003","Middle 40%","adult_equal_split","0.5791860916666667","59709.37129588015","Infinity","0.5457130056982282","0.0007122923874736122","59709.37129588015"
